QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Earth & Marine Sciences,,,,,,,,,
,,,,Institutions Considered,,1254,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 250 Universities - Earth & Marine Sciences,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
51-100,51-100,James Cook University,Australia,87.7,71.4,83.7,77.2,54.7,
51-100,51-100,Johns Hopkins University,United States,74.5,70.2,91.2,90.1,59.5,
51-100,101-150,"KIT, Karlsruhe Institute of Technology",Germany,71.8,61.5,91,88.2,69.1,
51-100,51-100,Kyoto University,Japan,81.4,78,83.4,87.3,64,
51-100,51-100,Ludwig-Maximilians-Universität München,Germany,74.9,64.1,94.2,89.8,65,
51-100,51-100,Lund University,Sweden,77.1,64,92.4,87.5,62.4,
51-100,51-100,Monash University,Australia,73.8,77.9,94.6,92.7,57.4,
51-100,51-100,Nanjing University,China (Mainland),76.2,71.3,90.1,94.2,57.4,
51-100,51-100,"Nanyang Technological University, Singapore (NTU)",Singapore,83.2,86.5,85.6,82,45.5,
51-100,51-100,Oregon State University,United States,78,50.6,89.7,88.2,55.3,
51-100,51-100,Purdue University,United States,68.7,86,89.3,88,60.2,
51-100,51-100,Seoul National University,South Korea,79,79.3,84.7,85.8,56.1,
51-100,51-100,Stockholm University,Sweden,78.5,62.9,94.3,91.4,68,
51-100,101-150,Technical University of Denmark,Denmark,76.8,69.7,87,85.2,63.6,
51-100,101-150,Technical University of Munich,Germany,71.9,71.5,93.2,87.9,57.5,
51-100,51-100,The University of Adelaide,Australia,72.9,76.7,89.6,87.9,60.1,
51-100,51-100,The University of Hong Kong,Hong Kong SAR,78.3,80.1,92.5,88.3,50.7,
51-100,51-100,The University of Manchester,United Kingdom,74.6,78.9,90.8,89.2,65.7,
51-100,51-100,Universidad de Chile,Chile,72.8,76.6,90,86.5,59.3,
51-100,44  ,Universidad Nacional Autónoma de México (UNAM),Mexico,78.9,82.7,82.1,88.5,77.5,
51-100,51-100,Universidade de São Paulo,Brazil,74,75.1,83.2,87.8,66.9,
51-100,51-100,Universität Bremen,Germany,84.2,55,87.5,86.5,66.7,
51-100,51-100,Universitat de Barcelona,Spain,75,75.1,90.7,86.6,72.9,
51-100,51-100,Universität Hamburg,Germany,76.4,74.5,87.8,87.2,64.4,
51-100,51-100,Universität Potsdam,Germany,79.7,44.3,90.6,86.9,65.1,
51-100,51-100,Université de Montpellier,France,71.6,55,88,87.8,88.3,
51-100,,Université Paris-Saclay,France,64.8,72.5,91.3,95.4,83.5,
51-100,45  ,Université PSL,France,67.7,72.9,88.7,95.2,100,
51-100,51-100,University of Alberta,Canada,81.4,76.8,87.6,88.3,55.8,
51-100,51-100,University of Bergen,Norway,80.2,60.7,88.1,86.5,48.7,
51-100,51-100,University of Bern,Switzerland,80.7,64.6,91.4,90.1,65.2,
51-100,51-100,"University of California, Davis",United States,78.3,72.1,97.1,89.4,53.4,
51-100,51-100,"University of California, Santa Barbara (UCSB)",United States,76,64.5,96.5,91.3,60.2,
51-100,51-100,University of Chicago,United States,71.3,80,97.6,89,58,
51-100,51-100,University of Geneva,Switzerland,71.4,56,94,88.5,73.2,
51-100,51-100,University of Hawaiʻi at Mānoa,United States,74.3,82.4,93.5,92.1,69,
51-100,51-100,University of Illinois at Urbana-Champaign,United States,71.4,83,91.1,88.6,52.8,
51-100,51-100,University of Oslo,Norway,81.3,65.3,92.1,90.4,63.3,
51-100,51-100,University of St Andrews,United Kingdom,75.5,71.7,94.2,87.6,56,
51-100,51-100,University of Tasmania,Australia,74.5,67.9,88.1,86.6,62.1,
51-100,51-100,University of Vienna,Austria,72.5,64.3,95.2,86.8,64.7,
51-100,51-100,University of Wisconsin-Madison,United States,72.1,73.7,92.9,91.9,65.2,
51-100,51-100,Wuhan University,China (Mainland),69.7,69.6,89.4,97.3,54.3,
101-150,101-150,Aarhus University,Denmark,70.1,71.3,89.2,86.6,59.7,
101-150,101-150,China University of Geosciences,China (Mainland),74.6,45.2,87.4,93.7,67.5,
101-150,101-150,Duke University,United States,67.7,76.7,94,83.2,47.2,
101-150,101-150,Eberhard Karls Universität Tübingen,Germany,72.1,63.9,88.5,84,59.5,
101-150,101-150,École Normale Supérieure de Lyon,France,65.8,66.7,91.7,86,63.1,
101-150,101-150,Freie Universitaet Berlin,Germany,75.1,68.9,88.5,83.9,57,
101-150,101-150,Goethe-University Frankfurt am Main,Germany,70.5,51.9,93.5,85.4,58.2,
101-150,101-150,Hokkaido University,Japan,76.3,65.5,84.4,83,53.3,
101-150,101-150,King Fahd University of Petroleum & Minerals,Saudi Arabia,77.8,90.4,76.8,72,48.1,
101-150,101-150,KU Leuven,Belgium,69.4,67.7,89.1,87.1,64,
101-150,101-150,Macquarie University,Australia,67.4,64.1,88.9,86,68,
101-150,101-150,Nagoya University,Japan,68.9,63.5,84.7,85.2,67,
101-150,51-100,National Taiwan University (NTU),Taiwan,76.6,78,82.7,81.7,50.4,
101-150,101-150,Newcastle University,United Kingdom,72,75.7,90,84.6,58.8,
101-150,101-150,Northwestern University,United States,61.7,74,100,87.5,53.6,
101-150,,Pontificia Universidad Católica de Chile (UC),Chile,69.8,71.8,90.6,85.1,63.5,
101-150,101-150,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,64.4,64.1,93.5,88.9,69.1,
101-150,51-100,Ruprecht-Karls-Universität Heidelberg,Germany,67.5,64.9,96.1,89.1,68.1,
