QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Materials Science,,,,,,,,,
,,,,Institutions Considered,,1516,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 420 Universities - Materials Science,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
251-300,251-300,Universidade Federal do Rio de Janeiro,Brazil,60.1,64,72.9,61.6,57.9,
251-300,301-350,Universiti Teknologi PETRONAS (UTP),Malaysia,57.5,57.9,74.8,64.4,61.9,
251-300,201-250,University of Antwerp,Belgium,54.9,49.5,82.7,68,68.3,
251-300,201-250,University of Calgary,Canada,52.9,68.4,83,67.2,52.6,
251-300,251-300,"University of California, Riverside",United States,49.8,52.6,90.4,76.2,44.5,
251-300,251-300,University of Lisbon ,Portugal,52.1,47.7,76,69,79.8,
251-300,201-250,"University of North Carolina, Chapel Hill",United States,53.1,58.3,92,77.3,32.1,
251-300,301-350,University of Surrey,United Kingdom,51.1,61.4,82.1,68,65.2,
251-300,251-300,University of Texas Dallas,United States,47.9,55.7,86.2,73.4,58.4,
251-300,201-250,University of Trento,Italy,55,55.3,77.3,61.6,73.7,
251-300,251-300,University of Tsukuba,Japan,54.5,62,77.6,68.2,60.2,
251-300,251-300,University of Virginia,United States,54.5,62.2,82.9,69.9,39.8,
251-300,251-300,Waseda University,Japan,58.2,68.6,76.9,66.1,54,
251-300,251-300,Washington State University,United States,47.4,63,90.4,77.3,52.9,
251-300,251-300,Weizmann Institute of Science,Israel,60.6,37.5,81.9,66.7,47.8,
251-300,201-250,Western University,Canada,51,61.6,87.7,75.5,48.3,
251-300,201-250,Wroclaw University of Science and Technology (WRUST),Poland,56,59.1,69.7,63.2,79.8,
301-350,301-350,Aix-Marseille University,France,51.1,54.6,72,64.4,82.8,
301-350,251-300,Bilkent University,Turkey,57.3,61.4,72.8,61.9,51.1,
301-350,301-350,Cairo University,Egypt,54.4,65.5,74.4,65.6,55.6,
301-350,301-350,Chongqing University,China (Mainland),43.4,37.2,81.9,86.6,52.8,
301-350,401-420,Cracow University of Technology (Politechnika Krakowska),Poland,55.5,54,70.2,60.2,63.4,
301-350,301-350,Griffith University,Australia,41.6,52.4,91.5,75.7,50.3,
301-350,251-300,Inha University,South Korea,48.1,61.2,81.9,75.7,42.3,
301-350,351-400,Koç University,Turkey,54.7,62.6,73.2,63.5,44.7,
301-350,251-300,Kyung Hee University,South Korea,44.1,51.4,85,79.2,55.6,
301-350,301-350,Kyungpook National University,South Korea,47.2,56.9,78.1,72.1,54.3,
301-350,,Leiden University,Netherlands,56.5,65.3,74.7,59.9,48.8,
301-350,301-350,Nanjing University of Science and Technology,China (Mainland),41.1,40.6,82.9,85.5,58.4,
301-350,251-300,National Research Tomsk Polytechnic University,Russia,55.6,67.8,63.7,61.3,75.8,
301-350,301-350,Northeastern University (China),China (Mainland),45.8,39.2,75.8,79.5,68.7,
301-350,301-350,Peter the Great St. Petersburg Polytechnic University,Russia,57.9,62.5,62,56.4,75.1,
301-350,301-350,Queen's University at Kingston,Canada,57.2,65.4,76.2,61.9,49.5,
301-350,251-300,Rensselaer Polytechnic Institute,United States,52.4,62.4,83,70.4,43.4,
301-350,201-250,Ruhr-Universität Bochum,Germany,54.1,54.2,78.4,67.5,61.2,
301-350,301-350,Sejong University ,South Korea,47.1,58.2,84.3,70.6,54.1,
301-350,301-350,South Ural State University (National Research University),Russia,52.2,58.4,69.4,63.2,79.6,
301-350,,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,48,56.9,74.1,69.7,66.2,
301-350,301-350,"Stony Brook University, State University of New York",United States,46.8,58.7,82.8,71.5,49,
301-350,251-300,Tampere University,Finland,50.6,51.5,77.9,65.8,64.9,
301-350,251-300,Technische Universität Bergakademie Freiberg,Germany,60.4,52.6,69.8,54.2,64.8,
301-350,301-350,Technische Universität Braunschweig,Germany,50.4,56.5,75.1,62.2,68.9,
301-350,301-350,"The University of Newcastle, Australia (UON)",Australia,45.8,59.4,81.6,66.7,62,
301-350,251-300,Tomsk State University,Russia,53.5,68,63.6,60.2,80.2,
301-350,251-300,Universidad de Chile,Chile,55.7,68.7,74.2,59.9,51,
301-350,301-350,Universidad de Sevilla,Spain,49.7,57,76.4,62.9,66.8,
301-350,251-300,Universität des Saarlandes,Germany,50.9,49,78.1,65.3,73.8,
301-350,301-350,Universität Duisburg-Essen,Germany,46.3,48.6,79.7,68.7,77.9,
301-350,351-400,Université de Rennes 1 (University of Rennes),France,50.9,47.6,75.3,65,81.2,
301-350,251-300,Université Paris Cité,France,48.1,47,79.1,68.5,75.4,
301-350,251-300,University at Buffalo SUNY,United States,49,52.6,84.9,76.2,47.7,
301-350,251-300,University College Dublin,Ireland,52.8,66.8,77.1,64.7,53.7,
301-350,251-300,University of Akron,United States,52.9,48.2,83.4,71.9,43.7,
301-350,301-350,University of Central Florida,United States,45.7,47.3,78.4,72.8,68.2,
301-350,301-350,"University of Chemistry and Technology, Prague",Czech Republic,51.1,46,79.7,69.4,60.4,
301-350,351-400,University of Electronic Science and Technology of China,China (Mainland),34.2,47.3,83.7,89.4,77.3,
301-350,201-250,University of Göttingen,Germany,56.6,58,77.1,62.6,57.4,
301-350,301-350,University of Limerick,Ireland,49.2,59.3,76.5,62.6,68.4,
301-350,251-300,University of Ljubljana,Slovenia,53.6,41.4,72.6,64.7,77.8,
301-350,301-350,University of Milan,Italy,51.8,68.6,78.1,64.4,60.7,
301-350,301-350,University of Oslo,Norway,53.2,56.3,76.6,62.6,65.3,
301-350,301-350,University of Ottawa,Canada,52.2,45.9,79.2,64.4,71.7,
301-350,301-350,University of Pisa,Italy,49.2,71.3,76.4,64.7,66.7,
301-350,301-350,University of South Australia,Australia,48.8,54.6,81.6,70.6,59.2,
301-350,251-300,University of Tehran,"Iran, Islamic Republic of",48.7,35.8,79.9,71.9,73.3,
301-350,251-300,Vrije Universiteit Brussel (VUB),Belgium,53,48.9,76.1,61.6,63.9,
301-350,251-300,Washington University in St. Louis,United States,52.2,52,84,69.9,37.7,
301-350,301-350,Westfälische Wilhelms-Universität Münster ,Germany,47.1,55.3,85.1,68.2,53.6,
351-400,351-400,Ain Shams University ,Egypt,48.6,61.2,71.1,60.6,59.9,
351-400,351-400,Alexandria University ,Egypt,48,59,75.2,60.2,61.9,
351-400,351-400,Beijing Normal University ,China (Mainland),42.4,52.4,86,76.9,35.9,
351-400,301-350,Beijing University of Technology,China (Mainland),41.2,58.6,78.1,78.9,55.1,
351-400,301-350,Brunel University London,United Kingdom,50.4,59.6,74.7,59.1,60.8,
351-400,301-350,Budapest University of Technology and Economics,Hungary,49,61.9,73.6,61.9,68.6,
351-400,351-400,Chonnam National University,South Korea,43.2,50.4,83.8,73.8,43,
351-400,301-350,East China University of Science and Technology,China (Mainland),40,47.8,83.5,82.3,48.5,
351-400,351-400,Ecole Centrale de Lyon,France,48.5,66.1,72.1,58,59.7,
351-400,,École Normale Supérieure de Lyon,France,51.3,72.3,66.1,56.8,57.4,
351-400,301-350,Florida State University,United States,48.1,50.2,82.2,68.7,49.7,
351-400,401-420,Harbin Engineering University,China (Mainland),39.1,58.2,81,79.2,61.7,
351-400,351-400,Heriot-Watt University,United Kingdom,49.2,57.8,74,61.6,59.9,
351-400,301-350,Hunan University ,China (Mainland),33.2,37.7,89.5,90,54,
351-400,351-400,Jadavpur University,India,48.3,61.8,75.9,66.9,49.5,
351-400,351-400,Jagiellonian University,Poland,50.1,54.2,76.5,59.1,59.8,
351-400,,Keio University,Japan,53.6,65.7,71.7,60.2,46.6,
351-400,,La Trobe University,Australia,47.1,55.6,79,68.7,51.9,
351-400,351-400,Nanjing Tech University,China (Mainland),35.9,24.7,89.4,89.5,51.6,
351-400,251-300,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,54.5,69.9,62.4,54.7,75.8,
351-400,301-350,Novosibirsk State University,Russia,52.8,76.7,64.3,59.5,55.2,
351-400,,Radboud University ,Netherlands,48.3,55.6,80.8,65.6,49.8,
351-400,,Silesian University of Technology,Poland,56.2,32.8,69.7,65.6,56.7,
351-400,301-350,Technische Universität Hamburg-Harburg,Germany,56.9,56.6,68.9,56.8,56.9,
351-400,301-350,Tel Aviv University,Israel,49.7,42.1,78.2,66.9,54.1,
351-400,301-350,The University of Exeter,United Kingdom,41.7,53.2,80.5,66.1,72,
351-400,301-350,Universidade Federal de Minas Gerais      ,Brazil,53.8,70,70.8,56.4,45.4,
351-400,,Universidade Federal de Santa Catarina ,Brazil,52.9,59.5,72.5,58,46.5,
351-400,301-350,Universidade Federal do Rio Grande Do Sul ,Brazil,53.4,49.6,72.2,60.2,57.5,
351-400,301-350,Universidade Nova de Lisboa,Portugal,44.8,50.3,80.9,68.2,57.5,
351-400,301-350,Università degli Studi di Pavia,Italy,46.7,57.9,76.7,62.6,60.8,
351-400,301-350,Universität Jena,Germany,46.3,41.7,76.9,70.1,77.5,
351-400,301-350,Université de Nantes,France,47.7,31.1,77,65,76.2,
351-400,351-400,Universiti Malaysia Pahang,Malaysia,51.7,49.5,72.8,65.6,65.5,
351-400,351-400,University of Coimbra,Portugal,46.1,47.6,76.7,65.8,67,
351-400,301-350,University of Cologne,Germany,51.9,65,74.7,61.3,54.2,
351-400,351-400,University of Genoa,Italy,42.2,55.9,80.7,67.2,65.2,
351-400,401-420,University of Granada,Spain,47.7,54.4,73.7,58,69.4,
351-400,301-350,University of Houston,United States,38.4,48.8,84,73.6,61.9,
351-400,,University of Johannesburg,South Africa,45.8,46.7,78.2,67.2,77.1,
351-400,,University of Mons ,Belgium,48.8,62.9,73.3,60.9,62.8,
351-400,351-400,University of Nebraska - Lincoln,United States,39.2,34,90,77.4,59,
351-400,301-350,University of Notre Dame,United States,40.5,61.5,82.4,68.2,57.2,
351-400,351-400,University of Oulu,Finland,48.3,36.9,79,65.8,64.4,
351-400,401-420,University of Rochester,United States,45.2,53.2,78.9,69.2,59.5,
351-400,351-400,University of South Africa,South Africa,45.3,43.9,77.3,63.8,84.8,
351-400,351-400,University of Turin,Italy,48.6,61.8,75.6,60.9,49.8,
351-400,251-300,University of Utah,United States,51.6,45.1,80,66.9,45.8,
351-400,301-350,University of Witwatersrand,South Africa,52.6,40.5,69.7,56.8,75.1,
351-400,301-350,University Ulm,Germany,53.1,42.6,75.3,63.5,60.4,
401-420,,Aalborg University,Denmark,44.3,47,79.9,62.6,67.6,
401-420,351-400,Christian-Albrechts-University zu Kiel,Germany,41,55.6,79.5,67.5,60.3,
401-420,401-420,Dalhousie University,Canada,49.5,52.9,76,63.2,44.9,
401-420,351-400,Gdańsk University of Technology,Poland,44.2,45.3,75.2,64.4,70.8,
401-420,,Indian Institute of Technology Indore (IIT Indore),India,50.2,40,78.7,65,44.7,
401-420,351-400,Iran University of Science and Technology,"Iran, Islamic Republic of",44.3,42.5,76.8,65.3,71.2,
401-420,401-420,Julius-Maximilians-Universität Würzburg,Germany,40.5,49.4,83.7,68.7,59.8,
401-420,351-400,Lodz University of Technology,Poland,50.5,44.2,69.5,59.5,71.5,
401-420,351-400,National Chung Hsing University,Taiwan,49.5,57.2,75.9,63.5,38.5,
401-420,351-400,National Sun Yat-sen University,Taiwan,49.9,57.2,76.7,66.1,29.6,
401-420,351-400,Universidad Nacional de Colombia,Colombia,58.9,55.3,64.7,52.3,48.7,
401-420,,Universität Bremen,Germany,44.9,53.5,76.6,65,58,
401-420,351-400,Université de Liège,Belgium,50.3,52.6,72.9,58.4,58.3,
401-420,351-400,Universite libre de Bruxelles,Belgium,56,67,64.2,52.8,47.1,
401-420,351-400,University of Connecticut,United States,42.9,49.3,83.2,71.3,46,
401-420,351-400,University of Milano-Bicocca ,Italy,46.6,58.7,75.6,63.5,48.3,
401-420,,University of Saskatchewan,Canada,42.8,47.7,82.9,66.1,56.7,
401-420,401-420,University of South Florida,United States,45.3,38.6,81.4,69,51.8,
401-420,351-400,University of Trieste,Italy,45,48.2,74.5,65,66.5,
