2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
101-150,101-150,University of Sussex,United Kingdom,58.8,60,98.9,86.1,,
101-150,101-150,University of Virginia,United States,66.5,65.7,84,71.6,,
101-150,101-150,University of Warsaw ,Poland,70.7,64.8,74.2,68.2,,
101-150,51-100,Uppsala University,Sweden,67.9,52.4,85.9,77.4,,
101-150,101-150,Ural Federal University - UrFU,Russia,68.7,75.5,70.2,56.8,,
101-150,101-150,Victoria University of Wellington,New Zealand,63.8,75.8,79.9,68.2,,
101-150,101-150,Yonsei University,South Korea,71.9,85.6,68.1,56.8,,
101-150,101-150,York University,Canada,63.1,60.7,90.5,77.4,,
151-200,201-230,Aix-Marseille University,France,60,67.1,79,70,,
151-200,101-150,Beijing Normal University ,China (Mainland),66,65.2,74.6,59.5,,
151-200,151-200,"Birkbeck, University of London",United Kingdom,61.8,46.4,80.7,71.6,,
151-200,151-200,Boston University,United States,57.1,75.7,88.2,77.4,,
151-200,151-200,Cardiff University,United Kingdom,54.7,65.4,89.5,81,,
151-200,201-230,Charles University,Czech Republic,64.5,66.6,72.5,61.9,,
151-200,201-230,Chulalongkorn University,Thailand,70.1,64.4,67.2,46.3,,
151-200,,Dartmouth College,United States,55.7,71.5,84.4,74.7,,
151-200,151-200,Jagiellonian University,Poland,67,64.1,72,64.2,,
151-200,151-200,Jawaharlal Nehru University,India,72.7,59.8,63.2,50.3,,
151-200,151-200,Macquarie University,Australia,57.9,70,86.4,78.6,,
151-200,151-200,Nanjing University,China (Mainland),67.9,67,62.6,53.7,,
151-200,151-200,Newcastle University,United Kingdom,54.1,72.5,91.4,78.6,,
151-200,,Pontificia Universidad Javeriana,Colombia,65.4,74,65.7,53.7,,
151-200,151-200,Queen's University at Kingston,Canada,56.6,68.7,84,73.2,,
151-200,151-200,Queen's University Belfast,United Kingdom,57.2,65.4,92.1,77.4,,
151-200,151-200,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,66.3,48.6,76.2,68.2,,
151-200,201-230,Royal Holloway University of London,United Kingdom,61.9,67.6,81.8,68.2,,
151-200,151-200,Tel Aviv University,Israel,62.1,44.1,80.6,77.4,,
151-200,151-200,The Hebrew University of Jerusalem,Israel,62,59.3,78.3,68.2,,
151-200,101-150,The Ohio State University,United States,56.5,63.8,90.8,77.4,,
