2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,,The University of Western Australia,Australia,61.6,64.2,90.7,85.1,,
51-100,,Tsinghua University,China (Mainland),65.2,85.4,93.4,84.3,,
51-100,,Universidad Nacional de Colombia,Colombia,73.7,74,69.2,53.4,,
51-100,,Universidade de São Paulo,Brazil,73.1,77.8,78,72.9,,
51-100,51-100,Universitas Indonesia,Indonesia,69.7,72,79.4,65.9,,
51-100,,Universitat de Barcelona,Spain,69.3,65.7,86.7,70.3,,
51-100,,University of Antwerp,Belgium,64,45.4,93.8,85.1,,
51-100,51-100,University of Bath,United Kingdom,68.7,61.9,87,81.1,,
51-100,51-100,University of Birmingham,United Kingdom,63.4,65.6,91,82.7,,
51-100,47=,University of Copenhagen,Denmark,66,62.1,92.9,87.8,,
51-100,101-120,University of Ghana,Ghana,68.1,35.5,87.9,92.6,,
51-100,,University of Gothenburg,Sweden,66,48.1,88.8,84.3,,
51-100,22=,University of Göttingen,Germany,66.4,49.2,94.5,92.1,,
51-100,51-100,University of Groningen,Netherlands,66.6,52.9,94.6,86.5,,
51-100,51-100,University of Kwazulu-Natal,South Africa,73.9,50.5,74.9,76.3,,
51-100,51-100,University of Massachusetts Amherst,United States,70.8,60.8,91.1,79.3,,
51-100,51-100,University of Minnesota Twin Cities,United States,70.9,59.1,90.1,81.9,,
51-100,101-120,University of Pretoria,South Africa,69,55.4,84,78.3,,
51-100,,University of South Africa,South Africa,66.2,56.6,81.8,81.1,,
51-100,38  ,Utrecht University,Netherlands,67.4,62,92.4,85.1,,
51-100,43  ,Victoria University of Wellington,New Zealand,76.4,60.7,84.3,65.9,,
101-130,101-120,Gadjah Mada University,Indonesia,70,69,72.5,60.4,,
101-130,,Indian Institute of Technology Bombay (IITB),India,69.5,75.7,68.3,53.4,,
101-130,51-100,KU Leuven,Belgium,54.3,79.2,93.6,85.1,,
101-130,51-100,Maastricht University ,Netherlands,63,73.7,87,75.2,,
101-130,51-100,Paris School of Economics,France,70.7,29.1,84.2,71.6,,
101-130,51-100,Queen Mary University of London,United Kingdom,62.8,68.1,90.4,75.2,,
101-130,51-100,Renmin (People's) University of China,China (Mainland),60.4,61,89.8,81.9,,
101-130,51-100,Sciences Po ,France,65.2,85.6,73.9,64.2,,
101-130,,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,60.6,76.5,87.1,70.3,,
101-130,,The Open University,United Kingdom,62.6,51,85.1,79.3,,
101-130,51-100,The University of Adelaide,Australia,64.1,69,83.3,68.9,,
101-130,101-120,The University of Exeter,United Kingdom,60.8,60.6,87.9,77.3,,
101-130,51-100,The University of New South Wales (UNSW Sydney),Australia,61,75.6,86.9,81.1,,
101-130,,Universidad Autónoma de Madrid,Spain,67.2,66.4,82.7,65.9,,
101-130,,Universidad Nacional de La Plata (UNLP),Argentina,72.1,58,71,58.3,,
101-130,51-100,Universidade Estadual de Campinas (Unicamp),Brazil,72.4,72.1,68.8,56,,
101-130,,Universidade Federal do Rio de Janeiro,Brazil,64.4,68.2,75.3,71.6,,
101-130,51-100,Université catholique de Louvain (UCLouvain),Belgium,61.5,79.4,86.9,76.3,,
101-130,101-120,Universite libre de Bruxelles,Belgium,61.3,73.5,89,80.2,,
101-130,,Université PSL,France,57.8,73.9,87.9,81.9,,
101-130,51-100,Universiti Malaya (UM),Malaysia,63.2,67.5,86.2,76.3,,
101-130,101-120,University of Bristol,United Kingdom,63.5,61.7,82.3,72.9,,
101-130,101-120,University of Glasgow,United Kingdom,63.3,64.4,86.7,77.3,,
101-130,51-100,University of Illinois at Urbana-Champaign,United States,61.2,55.3,90.2,81.9,,
101-130,51-100,University of Johannesburg,South Africa,62.6,48.4,82.5,84.3,,
101-130,,University of Liverpool,United Kingdom,66.5,62.8,84.9,71.6,,
101-130,51-100,University of Oslo,Norway,64.6,37.1,92.3,87.2,,
101-130,51-100,University of Pennsylvania,United States,59.9,74.2,86.9,76.3,,
101-130,101-120,University of Reading,United Kingdom,62.4,57.2,91.3,76.3,,
101-130,51-100,University of York,United Kingdom,59.6,56.5,93.1,81.9,,
101-130,51-100,Uppsala University,Sweden,63.9,52.8,89.6,77.3,,
101-130,101-120,York University,Canada,62.4,53.2,87.7,82.7,,
