2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
251-300,,Technische Universität Berlin (TU Berlin),Germany,56.7,54.5,69.9,66.2,,
251-300,251-300,The Hebrew University of Jerusalem,Israel,56.2,48.7,76.9,75.5,,
251-300,301-340,The University of Arizona,United States,52.5,46.1,85.9,77.8,,
251-300,251-300,Umea University,Sweden,57.9,24,79.8,70.2,,
251-300,301-340,Universidad Alberto Hurtado,Chile,58.6,76.4,48.1,44.2,,
251-300,301-340,Universidad de Antioquia,Colombia,62.5,75.1,26.8,32.7,,
251-300,251-300,Universidad de Guadalajara (UDG),Mexico,63,54.2,40.1,46,,
251-300,251-300,Universidad Nacional de Córdoba - UNC,Argentina,61.6,59.7,47.1,44.2,,
251-300,251-300,Universidade de Brasília,Brazil,56.6,52.8,64.3,65.5,,
251-300,301-340,Università di Padova,Italy,52.3,69.9,72.2,68.3,,
251-300,251-300,Universität Jena,Germany,57.9,40.8,76.3,66.2,,
251-300,,Université Grenoble Alpes,France,57.5,53.2,67.4,61.5,,
251-300,201-250,Université Laval,Canada,53.9,65,78,70.8,,
251-300,251-300,Université Paris-Nanterre,France,59.8,42.4,62.8,57.7,,
251-300,301-340,Universiti Sains Malaysia (USM),Malaysia,57.2,60.6,68.8,57.7,,
251-300,301-340,University of East Anglia (UEA),United Kingdom,51.7,52.4,85.1,79.1,,
251-300,251-300,University of Florida,United States,53.4,51.7,80.7,77.4,,
251-300,,University of Naples - Federico II,Italy,56,64.3,70.2,61.5,,
251-300,,University of Navarra,Spain,55.8,72.2,61.2,55.5,,
251-300,251-300,University of Oregon,United States,50.5,71.5,80.4,72.5,,
251-300,,University of Salamanca,Spain,58.8,63.9,61.5,58.7,,
251-300,251-300,University of Tasmania,Australia,52.6,60.9,83.4,74.6,,
251-300,251-300,University of the Philippines,Philippines,59.4,61.8,54.3,50.5,,
251-300,251-300,University of Waikato,New Zealand,56,64.4,76.8,63.2,,
301-350,301-340,Aalborg University,Denmark,54.5,47.8,74.6,68.9,,
301-350,,Al-Farabi Kazakh National University,Kazakhstan,57.8,74.1,49.3,46,,
301-350,301-340,American University of Beirut (AUB),Lebanon,54.5,69.9,58.7,58.7,,
301-350,,Aristotle University of Thessaloniki,Greece,51.9,52.4,70.7,68.3,,
301-350,,Carleton University,Canada,48.9,65.2,75.8,70.8,,
301-350,,East China Normal University,China (Mainland),52.3,54.9,77.4,63.2,,
301-350,251-300,European University at St. Petersburg,Russia,59.3,39.7,49.5,47.6,,
301-350,,Fundação Getulio Vargas,Brazil,50.8,65.8,69.9,61.5,,
301-350,301-340,George Mason University,United States,50.3,51.7,79,71.9,,
301-350,251-300,Hong Kong Baptist University,Hong Kong SAR,48.7,65.9,78.4,70.8,,
301-350,251-300,Indian Institute of Technology Delhi (IITD),India,58.8,71.2,52.1,42.3,,
301-350,251-300,ISCTE - Instituto Universitario de Lisboa,Portugal,55.6,33.7,75.5,69.5,,
301-350,,KAIST - Korea Advanced Institute of Science & Technology,South Korea,58.6,70.5,50.7,32.7,,
301-350,,Kyushu University,Japan,58.4,54.2,50.6,47.6,,
301-350,251-300,Massey University,New Zealand,53,65.5,74,59.7,,
301-350,251-300,National Yang Ming Chiao Tung University,Taiwan,59.9,66.8,46.8,40.3,,
301-350,201-250,North Carolina State University,United States,49.8,53.4,81.3,70.8,,
301-350,,Northeastern University,United States,48,58.4,88.2,75.1,,
301-350,,Norwegian University of Science And Technology,Norway,52.9,27.1,81.9,75.1,,
301-350,301-340,Oxford Brookes University,United Kingdom,52.8,76.6,65,59.7,,
301-350,301-340,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,51.8,56.4,75.8,66.2,,
301-350,,Scuola Normale Superiore di Pisa,Italy,50.2,59.6,78.2,74.1,,
301-350,151-200,Sungkyunkwan University(SKKU),South Korea,53.5,75.7,65.7,57.7,,
301-350,,Technical University of Munich,Germany,53.9,60.9,69.2,58.7,,
301-350,,The American University in Cairo,Egypt,55,75.6,47.7,50.5,,
301-350,251-300,Universidad Iberoamericana IBERO,Mexico,58,70.4,43.9,42.3,,
301-350,301-340,Universidad Nacional de San Martín (UNSAM),Argentina,61.7,52.4,44.1,40.3,,
301-350,301-340,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,56.7,51.5,56,51.9,,
301-350,,Universidade Federal de Santa Catarina ,Brazil,56.3,56.3,68.6,57.7,,
301-350,251-300,Universität Leipzig,Germany,53.6,50.9,85.6,68.3,,
301-350,,Université Paris-Saclay,France,51.4,65.2,69.7,67.6,,
301-350,201-250,University of Aberdeen,United Kingdom,53,58.6,77,68.9,,
301-350,,University of Calgary,Canada,50.1,70.1,79.6,71.9,,
301-350,,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,49.6,69.7,73.7,65.5,,
301-350,251-300,University of Cincinnati,United States,51,53.4,81.5,68.9,,
301-350,251-300,University of Göttingen,Germany,50.4,60.4,84.4,74.1,,
301-350,301-340,University of Granada,Spain,53.2,60.2,68.3,64,,
301-350,301-340,University of Huddersfield,United Kingdom,50.8,49.3,80.3,71.9,,
301-350,251-300,University of Jyväskylä,Finland,53.8,51.2,78.9,68.9,,
301-350,301-340,University of Kentucky,United States,47.3,60,85.8,79.1,,
301-350,251-300,University of Ljubljana,Slovenia,52.1,56.2,70.8,61.5,,
