2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,51-100,Purdue University,United States,65.9,86.7,88.4,85.2,,63.9
51-100,51-100,Ruprecht-Karls-Universität Heidelberg,Germany,61.1,65.8,96.7,87.1,,73.6
51-100,51-100,Technical University of Denmark,Denmark,78.3,69.9,86.5,81.2,,64.9
51-100,101-150,Technical University of Munich,Germany,67.5,70.2,92.7,85.2,,62.1
51-100,51-100,The University of Adelaide,Australia,72.9,75.4,88.4,82.6,,57.2
51-100,101-150,The University of Hong Kong,Hong Kong SAR,77.7,80.2,91.7,82.8,,50.1
51-100,51-100,The University of Manchester,United Kingdom,71.9,75.9,89.8,85.9,,69.6
51-100,51-100,The University of Queensland,Australia,82.9,82,86.3,82.6,,60.9
51-100,48=,The University of Sydney,Australia,77.4,81,91.1,84,,62.3
51-100,51-100,Universidad de Chile,Chile,73.8,74.6,89.7,82.2,,61.6
51-100,51-100,Universidad Nacional Autónoma de México (UNAM),Mexico,79.6,81.9,82.3,85,,81.3
51-100,51-100,Universität Bremen,Germany,81.9,56.2,86.8,82.2,,62.9
51-100,51-100,Universitat de Barcelona,Spain,73.9,76.1,92.7,83.2,,73.7
51-100,51-100,Universität Hamburg,Germany,76.1,73.3,88.4,83.4,,64.6
51-100,51-100,Universität Potsdam,Germany,80.3,42.3,90,83.4,,64.1
51-100,51-100,Université de Montpellier,France,74.5,57,88.4,83.2,,88.6
51-100,51-100,Université Paris Cité,France,58.4,44.6,91.3,98.6,,95.1
51-100,151-200,Université Paul Sabatier Toulouse III,France,60.4,45.8,91.7,92.4,,91.5
51-100,35=,Université PSL,France,64,71.4,89.2,94,,100
51-100,51-100,University of Alberta,Canada,82.8,78.3,86.8,84.1,,57.3
51-100,51-100,University of Bergen,Norway,84.3,61.6,86.3,80.6,,48.8
51-100,101-150,University of Birmingham,United Kingdom,64.5,72.1,94.1,85,,65.5
51-100,51-100,"University of California, Irvine",United States,67.5,60.2,100,90.2,,53.3
51-100,51-100,"University of California, Santa Barbara (UCSB)",United States,72.7,65.7,96.2,88.1,,62.8
51-100,51-100,"University of California, Santa Cruz",United States,75.4,38.7,96.2,86.6,,65.7
51-100,51-100,University of Chicago,United States,66.6,78.3,97.1,84,,61.2
51-100,,University of Chinese Academy of Sciences,China (Mainland),59.4,61.6,86.7,97.2,,83.1
51-100,51-100,University of Geneva,Switzerland,71.9,57.5,93.8,85,,74.3
51-100,51-100,University of Illinois at Urbana-Champaign,United States,67,85.6,91.1,86.1,,57.1
51-100,51-100,University of St Andrews,United Kingdom,75.3,69.6,94.4,82.6,,60.8
51-100,51-100,University of Tasmania,Australia,75,67.6,87.1,82.4,,66.3
51-100,51-100,University of Vienna,Austria,73,62.5,97.1,83.2,,65.7
51-100,51-100,University of Wisconsin-Madison,United States,68.6,76.5,92.2,89.9,,67.7
51-100,51-100,Wuhan University,China (Mainland),68,68.1,88.7,97,,58.4
101-150,101-150,Aix-Marseille University,France,59,44.2,88.8,85.9,,84.1
101-150,101-150,Beijing Normal University ,China (Mainland),60.5,57.5,92.4,93.7,,59.9
101-150,101-150,Cardiff University,United Kingdom,65.8,64.3,89.6,80.2,,60.1
101-150,101-150,China University of Geosciences,China (Mainland),76.3,44.2,86.2,91.1,,61.4
101-150,51-100,Christian-Albrechts-University zu Kiel,Germany,76.6,65.8,86.5,77.9,,65
101-150,51-100,Colorado School of Mines,United States,81.1,83.4,78.5,77.2,,41.6
101-150,101-150,Duke University,United States,65.4,74.7,92.6,77.4,,46.8
101-150,101-150,Eberhard Karls Universität Tübingen,Germany,73.2,62.8,88.2,79.5,,58.2
101-150,101-150,École Normale Supérieure de Lyon,France,63.2,69.5,91.5,80.4,,63.2
101-150,101-150,Freie Universitaet Berlin,Germany,74.8,67.3,87.1,78.4,,54.5
101-150,101-150,Goethe-University Frankfurt am Main,Germany,70.3,53.1,92.3,79.3,,55.5
101-150,101-150,Hokkaido University,Japan,74.9,63.1,84,77.6,,55.7
101-150,101-150,KU Leuven,Belgium,68.3,68.7,88.7,83.8,,68
101-150,101-150,Macquarie University,Australia,64,61.2,88.5,80.2,,67.4
101-150,101-150,Michigan State University,United States,59.5,70.8,92.3,83.2,,60
101-150,101-150,Nagoya University,Japan,67.4,62,85,80.6,,72.6
101-150,101-150,Northwestern University,United States,57,74.8,99.3,82.6,,56.8
101-150,51-100,Oregon State University,United States,78.1,52.2,88.6,83.6,,53.8
101-150,101-150,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,61.5,64.7,93.6,86.4,,69.3
101-150,51-100,Seoul National University,South Korea,71.7,78.8,83.9,82.2,,56.3
101-150,101-150,Sun Yat-sen University,China (Mainland),64.2,59.1,87.5,89,,58.7
101-150,151-200,The Hong Kong University of Science and Technology,Hong Kong SAR,75.8,81.9,90.5,80,,29
101-150,51-100,The Ohio State University,United States,62.5,69.9,93.8,89,,62.5
101-150,101-150,The University of Auckland,New Zealand,80,85.9,82.6,74.8,,48.7
101-150,101-150,Tohoku University,Japan,75.4,65.5,80.8,76.1,,66.2
101-150,151-200,Tokyo Institute of Technology (Tokyo Tech),Japan,67.8,72.6,86,78.8,,59
101-150,51-100,Universidade de São Paulo,Brazil,72.6,76.3,83.4,84.3,,63.7
101-150,51-100,Università di Padova,Italy,63,75.9,87.2,83.2,,64.9
101-150,101-150,University of Amsterdam,Netherlands,61.2,68.1,96.3,82.6,,58.9
101-150,101-150,University of Calgary,Canada,72.5,71.1,82.8,81.6,,54.5
101-150,101-150,University of Cape Town,South Africa,73.8,55.6,86,78.6,,74
101-150,101-150,University of East Anglia (UEA),United Kingdom,70.3,70,92.5,79.3,,51.2
101-150,101-150,University of Florida,United States,66.8,66.3,89.7,84.1,,53.7
101-150,101-150,University of Göttingen,Germany,66.1,71.1,89,79.3,,70.2
101-150,101-150,University of Helsinki,Finland,72.9,60,89.4,83.4,,62.8
101-150,151-200,University of Lausanne,Switzerland,76.9,61.9,86.5,76.1,,49.8
101-150,151-200,University of Leicester,United Kingdom,62.7,49.5,91.6,84.5,,65.1
101-150,151-200,University of Liverpool,United Kingdom,72.7,68.3,86.1,75.6,,52
101-150,101-150,University of Miami,United States,73.9,52.1,88,77.2,,58.5
101-150,101-150,University of Minnesota Twin Cities,United States,62.2,71.9,88.4,82.8,,62.3
101-150,101-150,University of Oklahoma,United States,64.3,58.3,90.3,87.8,,54.6
101-150,101-150,University of Science and Technology of China,China (Mainland),64,72.8,82.5,83.8,,62.1
101-150,101-150,University of Twente,Netherlands,66.9,56.4,92.8,84,,67
101-150,101-150,University of Zurich,Switzerland,66.4,67.9,96.6,84.5,,46.4
101-150,101-150,Uppsala University,Sweden,68.8,61.9,87.4,79.7,,67.3
101-150,101-150,Virginia Polytechnic Institute and State University,United States,72.2,70.1,83.6,78.6,,59.8
101-150,51-100,Vrije Universiteit Amsterdam,Netherlands,71.3,63,97.8,83.6,,46.5
101-150,151-200,Zhejiang University,China (Mainland),70.5,78.8,80,82,,49.1
151-200,,Aristotle University of Thessaloniki,Greece,62.1,58.2,84.1,78.4,,67.2
151-200,101-150,Brown University,United States,69.6,61.7,88.3,74.8,,44.6
151-200,,China University of Geosciences (Beijing),China (Mainland),70.5,41.3,82.8,85.7,,47.7
151-200,151-200,Complutense University of Madrid,Spain,64.3,64.6,85.3,78.1,,59.8
151-200,151-200,Dalhousie University,Canada,70,59.7,87.1,75.6,,40.2
151-200,151-200,Florida State University,United States,65.2,51.4,89.9,78.1,,52.1
151-200,201-230,Indian Institute of Technology Bombay (IITB),India,68.3,78,83.7,75.3,,48.8
151-200,,Iowa State University,United States,55.7,73,89.8,78.1,,55.4
151-200,151-200,King Abdulaziz University (KAU),Saudi Arabia,58.7,68.3,87.3,78.4,,62.2
151-200,151-200,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,67.2,77.7,84.9,77.4,,49.1
151-200,151-200,Lancaster University,United Kingdom,65.1,60.2,91.3,80.6,,54.7
151-200,101-150,Lomonosov Moscow State University,Russia,67.3,88.9,69,77.6,,67.3
151-200,101-150,National Taiwan University (NTU),Taiwan,75.4,77.1,80.6,74.2,,46.7
151-200,151-200,Norwegian University of Science And Technology,Norway,72.6,70.6,74.2,74.8,,56.8
151-200,101-150,Sapienza University of Rome,Italy,68,82.2,78.6,76.1,,65.7
151-200,151-200,Shanghai Jiao Tong University,China (Mainland),66.2,79,77.2,78.6,,59.3
151-200,151-200,Technische Universität Berlin (TU Berlin),Germany,67.4,70.4,85.5,77.6,,56
151-200,151-200,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,61.2,76.1,93.2,81.4,,36.9
151-200,201-230,The Hong Kong Polytechnic University,Hong Kong SAR,64.9,68,89.5,83,,43.4
151-200,151-200,The University of Sheffield,United Kingdom,61.7,61.3,88.9,77.2,,56.8
151-200,201-230,Tongji University,China (Mainland),70.9,44.8,79.2,83.8,,49.7
151-200,201-230,"Trinity College Dublin, The University of Dublin",Ireland,71.1,79.2,83.6,72.2,,52.8
151-200,151-200,Universidad de Buenos Aires (UBA),Argentina,72.8,74.7,81.5,74.8,,46.4
151-200,101-150,Universidad de Concepción,Chile,66,62,88.8,78.4,,62.5
151-200,101-150,Universitat Autònoma de Barcelona,Spain,60.7,67.8,89.1,78.4,,64.3
151-200,151-200,Université Claude Bernard Lyon 1,France,60.3,60.8,90.7,81.8,,68.4
151-200,,Université Côte d\'Azur,France,62.4,35.1,90.5,82.2,,75.3
151-200,201-230,Université de Liège,Belgium,62.5,51.1,87.4,80,,68.6
151-200,151-200,Université de Strasbourg,France,60.7,67.5,88.1,79.5,,71.3
151-200,151-200,University College Dublin,Ireland,62.3,70.3,89.2,74.8,,54.8
151-200,151-200,University of Aberdeen,United Kingdom,71.4,67.5,82.4,71.5,,53.8
151-200,151-200,University of Bordeaux,France,62.5,56.4,91.2,79.3,,61.3
151-200,101-150,"University of California, Riverside",United States,62.8,58,94.2,82.6,,51.6
151-200,151-200,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,72.2,79.9,82.3,71.9,,53.9
151-200,151-200,University of Florence,Italy,59.3,62.3,88.9,82.8,,63.6
151-200,201-230,University of Glasgow,United Kingdom,68.4,71.4,85.1,73.1,,49.6
151-200,151-200,University of Granada,Spain,65.2,63.6,83.3,75.6,,62
151-200,151-200,University of Groningen,Netherlands,56.7,61.4,94.4,80.2,,65.4
151-200,201-230,University of Lisbon ,Portugal,55,53.8,85.3,86.2,,78.2
151-200,151-200,University of Naples - Federico II,Italy,63.8,63.2,83.8,79.3,,70
151-200,151-200,"University of North Carolina, Chapel Hill",United States,61.9,64.6,89.9,75.9,,61.5
151-200,151-200,University of Nottingham,United Kingdom,57,75.7,88.9,79.3,,55.3
151-200,151-200,University of Pennsylvania,United States,62.2,77.8,90,73.7,,44.3
151-200,101-150,University of Plymouth,United Kingdom,73,83.5,80.1,71.2,,43.9
151-200,151-200,University of Utah,United States,59.4,55.6,89.2,83,,59
151-200,101-150,University of Victoria (UVic),Canada,60,64,92.8,83.2,,56.5
151-200,151-200,University of Virginia,United States,60.5,60.3,91.9,79.3,,60
151-200,151-200,University of Waterloo,Canada,63.7,73.6,89,81.2,,49.1
151-200,151-200,University of Wollongong,Australia,64,62.8,86.4,76.1,,54
151-200,151-200,Victoria University of Wellington,New Zealand,74,76.1,84,70.9,,48.2
151-200,101-150,Yonsei University,South Korea,69.9,74.8,84.2,74.2,,49.5
201-240,,Aberystwyth University,United Kingdom,58.6,66,85.8,74,,49
201-240,201-230,Albert-Ludwigs-Universitaet Freiburg,Germany,59.1,62.6,85.6,74,,53.7
201-240,151-200,Boston University,United States,60.4,59,88,77.6,,57.2
201-240,,Charles University,Czech Republic,62.6,51.7,82.2,75.9,,59.2
201-240,201-230,Eötvös Loránd University,Hungary,56.6,58.2,88.5,76.6,,53.9
201-240,201-230,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,58.1,56.7,85.3,74,,67.5
201-240,201-230,George Mason University,United States,52.2,52.6,94,83,,60
201-240,151-200,Indian Institute of Science,India,64.4,79.7,84,73.1,,37.8
201-240,,Indian Institute of Technology Kharagpur (IIT-KGP),India,67.7,79.4,81.3,73.1,,37.9
201-240,,Istanbul Technical University,Turkey,62.8,66.7,79.5,74.2,,53.4
201-240,201-230,Kyushu University,Japan,71.3,64,79,74.8,,50.5
201-240,,National Central University,Taiwan,61.9,65.3,82.6,73.4,,62.1
201-240,201-230,National Technical University of Athens,Greece,67.1,64.6,80.7,74.5,,46.3
201-240,151-200,Ocean University of China,China (Mainland),73.4,42,80.3,82.8,,41.4
201-240,151-200,Queen's University at Kingston,Canada,68.5,73.4,84,72.5,,44
201-240,151-200,Rice University,United States,64.8,60.5,87.6,76.1,,44.1
201-240,201-230,Rutgers University–New Brunswick,United States,55.3,50,89.8,78.4,,51.5
201-240,151-200,RWTH Aachen University,Germany,64.9,66.3,81.6,73.1,,61.3
201-240,,Sejong University ,South Korea,51.4,59.5,91.5,81.8,,50.9
201-240,201-230,"Stony Brook University, State University of New York",United States,58.7,43.3,98.4,81,,45.4
201-240,201-230,The Hebrew University of Jerusalem,Israel,57.1,42.5,92.8,79.7,,46.6
201-240,,Università degli studi Roma Tre,Italy,68.9,56.3,80.7,69.5,,49.7
201-240,201-230,Université de Montréal ,Canada,60.2,69.6,88.4,76.6,,48.4
201-240,151-200,Université de Rennes 1 (University of Rennes),France,61.8,49,85.4,73.1,,64.8
201-240,201-230,University of Alaska Fairbanks,United States,61.1,50.5,88.3,79.3,,45
201-240,151-200,University of Cologne,Germany,61.1,52.1,87.1,79.3,,62.9
201-240,201-230,University of Delaware,United States,65.6,51.2,82.2,73.4,,65.8
201-240,,University of Gothenburg,Sweden,64.6,41.8,90.5,79.5,,53.7
201-240,151-200,"University of Maryland, Baltimore County",United States,53.1,51,92.8,80.8,,61
201-240,201-230,University of Massachusetts Amherst,United States,58,63.6,90,77.2,,52.3
201-240,151-200,University of Milan,Italy,63.6,73.2,86.6,74.2,,41.4
201-240,201-230,University of Milano-Bicocca ,Italy,59.9,54.9,89.8,78.1,,49.9
201-240,201-230,University of Oregon,United States,69.1,52,83.4,74.5,,46.8
201-240,,University of Otago,New Zealand,72.9,76.2,77.8,69.5,,36.6
201-240,151-200,University of Pisa,Italy,62.3,77.4,78.2,71.5,,65.3
201-240,201-230,University of Porto,Portugal,58.7,45.6,86.1,76.9,,64.6
201-240,201-230,University of Saskatchewan,Canada,59.6,61.5,91,79.5,,43.8
201-240,151-200,University of Southern California,United States,62.5,65.1,84.4,76.4,,59.7
201-240,201-230,University of Tsukuba,Japan,60.1,55.3,89,77.6,,50
201-240,,University of York,United Kingdom,56.1,62.4,85.8,76.6,,51.1
201-240,151-200,Western University,Canada,66,67.3,82.3,73.1,,56.4
