2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
=88,84=,University of St.Gallen (HSG),Switzerland,66.6,67.9,83.9,79,,70
=90,82=,IE University,Spain,69.3,72.3,64.5,70.8,,69.9
=90,87=,University of Technology Sydney,Australia,65,66.8,85.3,88.3,,69.9
92,,Ludwig-Maximilians-Universität München,Germany,66.5,66.7,77,83.3,,69.3
=93,89  ,KU Leuven,Belgium,65.8,67.9,79.5,79,,69.1
=93,101-150,Luiss Guido Carli University,Italy,61.8,78.9,69.4,75.6,,69.1
=95,101-150,Universidad de Chile,Chile,66.8,80.5,55.8,59,,69
=95,101-150,University of Southampton,United Kingdom,62.5,65.1,91.1,91.4,,69
=97,101-150,King Abdulaziz University (KAU),Saudi Arabia,65.1,70.1,73.8,78.2,,68.8
=97,73  ,Zhejiang University,China (Mainland),58.4,76.9,79.4,85.9,,68.8
99,,Universitat Ramon Llull,Spain,64.7,72.4,72.6,73.8,,68.7
=100,101-150,RMIT University,Australia,61.6,67.2,83,91.9,,68.5
=100,96  ,Universitat Pompeu Fabra (Barcelona),Spain,69,61.4,81.5,73.8,,68.5
=100,101-150,Waseda University,Japan,64,73.9,73.1,69.7,,68.5
101-150,101-150,Airlangga University,Indonesia,62.7,72.2,63.4,71.8,,
101-150,92=,Alma Mater Studiorum - University of Bologna,Italy,65.7,69,74.4,71.8,,
101-150,101-150,Arizona State University,United States,56.3,63.3,90.9,87.1,,
101-150,101-150,Boston College,United States,64.3,56,89.7,82.7,,
101-150,101-150,Deakin University,Australia,58,60.7,84.6,90.4,,
101-150,101-150,EDHEC Business School,France,66.3,62.9,65.3,64.9,,
101-150,151-200,Fundação Getulio Vargas,Brazil,66.1,66.3,60,63.5,,
101-150,101-150,Goethe-University Frankfurt am Main,Germany,62.4,62.1,78.6,79,,
101-150,101-150,HSE University,Russia,67.2,70.6,62.3,72.8,,
101-150,101-150,Humboldt-Universität zu Berlin,Germany,63.9,63.8,73.4,69.7,,
101-150,98=,Indiana University Bloomington,United States,64.8,57.7,90.3,84.7,,
101-150,101-150,Johns Hopkins University,United States,58.1,68.7,78.9,73.8,,
101-150,151-200,Lahore University of Management Sciences (LUMS),Pakistan,56.1,70.4,84,70.8,,
101-150,101-150,Lomonosov Moscow State University,Russia,66,78.9,44.6,44.4,,
101-150,98=,Macquarie University,Australia,63.5,63.4,81.2,94.7,,
101-150,101-150,Michigan State University,United States,62.3,67.2,82,73.8,,
101-150,101-150,Oxford Brookes University,United Kingdom,64.7,72.9,63.2,55.6,,
101-150,,Politecnico di Milano,Italy,58.1,77.4,65.1,62.1,,
101-150,101-150,Queen's University at Kingston,Canada,61.4,71.8,71.7,70.8,,
101-150,84=,Renmin (People's) University of China,China (Mainland),61.4,64.7,80.5,90.4,,
101-150,101-150,Sungkyunkwan University(SKKU),South Korea,60.5,68.1,74.1,70.8,,
101-150,101-150,Taylor's University,Malaysia,62.7,68.7,74.7,66.2,,
101-150,151-200,Technical University of Munich,Germany,58.4,74.5,66.8,70.8,,
101-150,95  ,Texas A&M University,United States,59.6,69.1,83.6,79,,
101-150,101-150,The University of Adelaide,Australia,59.3,67.5,75.1,74.7,,
101-150,101-150,The University of Western Australia,Australia,62,65.4,87.9,84,,
101-150,,Universidad de los Andes,Colombia,68.2,77.5,40.5,47,,
101-150,101-150,Universidad Nacional de Colombia,Colombia,67.3,75.6,37.6,49.4,,
101-150,101-150,Universidade Nova de Lisboa,Portugal,67.6,58.3,77.5,73.8,,
101-150,101-150,Universitas Indonesia,Indonesia,65.7,72.6,64.9,64.9,,
101-150,97  ,Université de Montréal ,Canada,66.6,66.8,75.4,72.8,,
101-150,101-150,University College Dublin,Ireland,59.8,68.1,83.4,81.2,,
101-150,98=,University of Alberta,Canada,62.7,67.1,83,82.7,,
101-150,101-150,University of Bath,United Kingdom,55.9,68.9,82.8,79,,
101-150,101-150,University of Bristol,United Kingdom,60,72,72.1,74.7,,
101-150,101-150,"University of California, San Diego (UCSD)",United States,64.6,65.9,76.9,72.8,,
101-150,101-150,University of Florida,United States,65.4,60.8,80.6,78.2,,
101-150,101-150,University of Lausanne,Switzerland,67.1,59.4,77.1,75.6,,
101-150,101-150,University of Leeds,United Kingdom,61.7,71.1,80.1,79.7,,
101-150,101-150,"University of Maryland, College Park",United States,59.6,61.4,86.9,82.7,,
101-150,101-150,University of Minnesota Twin Cities,United States,64.4,60.3,82.4,75.6,,
101-150,101-150,University of Nottingham,United Kingdom,58.6,69.4,78.5,82.7,,
101-150,101-150,University of Reading,United Kingdom,59.4,66.5,87.4,86.5,,
101-150,101-150,University of Wisconsin-Madison,United States,62,63.1,80.3,79,,
101-150,151-200,Washington University in St. Louis,United States,62.1,56,87.9,80.5,,
101-150,101-150,Western University,Canada,60,67.4,80.3,74.7,,
101-150,101-150,WHU Otto Beisheim School of Management - Koblenz,Germany,65.6,55.9,78.9,83.3,,
101-150,101-150,WU (Vienna University of Economics and Business),Austria,67.9,59.3,77.9,77.3,,
101-150,101-150,York University,Canada,62.2,60,86.5,84.7,,
151-200,151-200,Aalto University,Finland,64.6,53.2,69.8,70.8,,
151-200,151-200,American University of Beirut (AUB),Lebanon,56.8,73,66.5,62.1,,
151-200,151-200,American University of Sharjah,United Arab Emirates,54.6,69.9,66.5,67.4,,
151-200,151-200,Athens University of Economics and Business,Greece,57.1,62.1,71.1,76.5,,
151-200,151-200,BI Norwegian Business School,Norway,66.8,48.2,73.7,71.8,,
151-200,101-150,Cardiff University,United Kingdom,59.2,64.4,74.1,73.8,,
151-200,151-200,Curtin University,Australia,56.8,61.2,79.2,83.3,,
151-200,,Dartmouth College,United States,59.6,60.1,85.3,73.8,,
151-200,201-250,Dublin City University,Ireland,50.7,61.9,94.1,85.9,,
151-200,151-200,"Essex, University of",United Kingdom,63.9,45.3,84.7,88.3,,
151-200,151-200,Gadjah Mada University,Indonesia,64.7,70.4,48.5,47,,
151-200,151-200,George Washington University,United States,57.3,60.6,81.4,78.2,,
151-200,101-150,Georgetown University,United States,57.1,65.4,83.1,73.8,,
151-200,151-200,Georgia Institute of Technology,United States,53.8,72.2,70.6,70.8,,
151-200,101-150,Hitotsubashi University,Japan,61.9,70.4,60.3,64.9,,
151-200,201-250,Indian Institute of Management (IIM) - Bangalore,India,63.9,67.9,48.6,51.6,,
151-200,151-200,Keio University,Japan,59.3,72.4,70.7,60.6,,
151-200,,Kyoto University,Japan,65.9,77.1,41.7,41.5,,
151-200,151-200,Maastricht University ,Netherlands,59,59.1,76.1,73.8,,
151-200,201-250,Massey University,New Zealand,56.2,55.4,84.1,89.9,,
151-200,201-250,Nanjing University,China (Mainland),54.5,62.5,78.8,81.2,,
151-200,151-200,National Chengchi University,Taiwan,58.7,58.9,73.3,74.7,,
151-200,151-200,Newcastle University,United Kingdom,50.8,70,75.4,78.2,,
151-200,151-200,Osaka University,Japan,58.9,70.4,55.8,57.4,,
151-200,201-250,Pontificia Universidad Católica del Perú,Peru,62.8,74.2,36.2,44.4,,
151-200,101-150,Purdue University,United States,57,71.1,73.9,70.8,,
151-200,151-200,Qatar University,Qatar,55.8,64.7,75.8,79,,
151-200,201-250,Queen Mary University of London,United Kingdom,55.7,64.2,74.5,70.8,,
151-200,151-200,Queensland University of Technology (QUT),Australia,56.5,62,77.6,79,,
151-200,151-200,Shanghai University of Finance and Economics,China (Mainland),62.7,49.3,78,84.7,,
151-200,101-150,The University of Sheffield,United Kingdom,57.4,65,83.2,79.7,,
151-200,,Universidad Adolfo Ibáñez,Chile,63.3,74.2,47.5,49.4,,
151-200,151-200,Universitat Autònoma de Barcelona,Spain,55,64.3,83.2,73.8,,
151-200,201-250,Universitat de Barcelona,Spain,56.3,68.6,63,69.7,,
151-200,,Université Paris-Saclay,France,50.7,78.7,76.4,69.7,,
151-200,201-250,Universiti Kebangsaan Malaysia (UKM),Malaysia,64.1,65.1,58.7,63.5,,
151-200,151-200,Universiti Putra Malaysia (UPM),Malaysia,62.3,64.7,64.8,63.5,,
151-200,,Universiti Sains Malaysia (USM),Malaysia,60.8,67.3,66.4,67.4,,
151-200,151-200,Universiti Utara Malaysia (UUM),Malaysia,62.7,55.9,75,75.6,,
151-200,151-200,University of Groningen,Netherlands,59.4,59,80,79,,
151-200,101-150,University of Illinois at Chicago (UIC),United States,60.5,61.6,74.9,72.8,,
151-200,101-150,University of Pretoria,South Africa,49.9,63,87.9,97.3,,
151-200,151-200,University of St Andrews,United Kingdom,56.4,68.8,73.6,77.3,,
151-200,151-200,University of Texas Dallas,United States,59.5,57.4,78.3,79.7,,
151-200,151-200,University of Virginia,United States,57.6,60.6,79.8,75.6,,
151-200,101-150,University of Waterloo,Canada,58,70.2,76.5,68.6,,
151-200,151-200,University of Wollongong,Australia,59.9,62.2,70.7,72.8,,
151-200,151-200,Victoria University of Wellington,New Zealand,59.3,60.9,75.7,80.5,,
151-200,151-200,Vrije Universiteit Amsterdam,Netherlands,64.7,54.1,76.5,77.3,,
201-250,201-250,Aarhus University,Denmark,57.7,55.4,71.8,72.8,,
201-250,,American University of the Middle East,Kuwait,68,61.5,32,38.2,,
201-250,151-200,Aston University,United Kingdom,57.2,58.8,73.4,79,,
201-250,201-250,Auckland University of Technology (AUT),New Zealand,54.9,53.6,78.6,84,,
201-250,251-300,Ca' Foscari University of Venice ,Italy,56.8,58.4,66.9,70.8,,
201-250,251-300,Chulalongkorn University,Thailand,60.2,64.9,49.6,60.6,,
201-250,201-250,Complutense University of Madrid,Spain,54.2,70.8,60.4,67.4,,
201-250,151-200,EMLYON Business School,France,57.1,61.6,71.1,67.4,,
201-250,151-200,Emory University,United States,58.1,54.6,74.8,71.8,,
201-250,151-200,ESCP Europe,France,60.4,70,38.5,47,,
201-250,201-250,Financial University under the Government of the Russian Federation,Russia,65.4,63.1,49.4,47,,
201-250,251-300,Florida State University,United States,54.2,60.9,73.8,73.8,,
201-250,201-250,Freie Universitaet Berlin,Germany,58,62.2,56,63.5,,
201-250,151-200,Instituto Tecnológico Autónomo de México (ITAM),Mexico,59.6,72.4,53.7,38.2,,
201-250,201-250,King Fahd University of Petroleum & Minerals,Saudi Arabia,57.2,72.1,48,53.7,,
201-250,201-250,Kobe University,Japan,61.7,59.7,61.4,60.6,,
201-250,201-250,Loughborough University,United Kingdom,48.8,67.7,75.5,78.2,,
201-250,201-250,Lund University,Sweden,55.3,63,70.9,71.8,,
201-250,151-200,National Cheng Kung University (NCKU),Taiwan,58.3,65.7,55.2,62.1,,
201-250,151-200,Pontificia Universidad Javeriana,Colombia,60.1,72,45.7,49.4,,
201-250,201-250,Queen's University Belfast,United Kingdom,53.8,63.6,78.6,69.7,,
201-250,151-200,Rice University,United States,58,56.3,76.1,72.8,,
201-250,,Saint Petersburg State University,Russia,60.4,67.3,47.4,51.6,,
201-250,201-250,Sapienza University of Rome,Italy,55.5,69.4,59.6,67.4,,
201-250,201-250,Simon Fraser University,Canada,56.6,55.4,70.4,76.5,,
201-250,151-200,Stockholm University,Sweden,59,57.2,67.1,67.4,,
201-250,151-200,Sun Yat-sen University,China (Mainland),52.7,57.5,78.4,81.2,,
201-250,201-250,The American University in Cairo,Egypt,57.3,71.3,45.7,53.7,,
201-250,101-150,The University of Exeter,United Kingdom,53.4,65,73.6,75.6,,
201-250,151-200,The University of Georgia,United States,51.5,57.6,86.2,86.5,,
201-250,251-300,"The University of Newcastle, Australia (UON)",Australia,50.4,68.2,72.3,79,,
201-250,201-250,Universidad Autónoma de Madrid,Spain,57.8,71.2,52,59,,
201-250,201-250,Università Cattolica del Sacro Cuore,Italy,52.3,66.8,72.1,74.7,,
201-250,251-300,Università di Padova,Italy,54.5,61.4,70.7,71.8,,
201-250,201-250,Universitat de Valencia,Spain,55.6,53.3,79.5,81.2,,
201-250,,Universität Hamburg,Germany,56.5,58.8,67.1,71.8,,
201-250,,Universite libre de Bruxelles,Belgium,58.2,65.4,58.3,57.4,,
201-250,201-250,Universiti Teknologi Malaysia ,Malaysia,56.8,65,57.6,62.1,,
201-250,151-200,University of Calgary,Canada,54.6,66.7,68.9,67.4,,
201-250,151-200,"University of California, Davis",United States,53.4,64.6,73.4,72.8,,
201-250,201-250,University of Cologne,Germany,56.6,57.8,68.8,72.8,,
201-250,151-200,University of Geneva,Switzerland,58.4,60.8,71.7,62.1,,
201-250,201-250,University of Liverpool,United Kingdom,57,63.1,68.6,69.7,,
201-250,201-250,University of Massachusetts Amherst,United States,54.8,61.3,75.7,68.6,,
201-250,151-200,University of Notre Dame,United States,53.2,61.9,83.9,78.2,,
201-250,201-250,University of Otago,New Zealand,55.6,60.3,70.4,70.8,,
201-250,151-200,University of Rochester,United States,61.3,54.8,75.6,64.9,,
201-250,201-250,University of South Australia,Australia,54.5,59.2,79.8,83.3,,
201-250,251-300,University of Waikato,New Zealand,53,53,86.9,85.9,,
201-250,151-200,Xiamen University,China (Mainland),56.1,54,81.4,86.5,,
251-300,,Abu Dhabi University,United Arab Emirates,56.4,67.8,42.4,38.2,,
251-300,201-250,Ahlia University,Bahrain,63.2,49.4,57.4,64.9,,
251-300,251-300,Barcelona School of Economics,Spain,55.4,49.2,77.8,66.2,,
251-300,201-250,Cairo University,Egypt,55.5,70.9,44,53.7,,
251-300,201-250,Concordia University,Canada,54,56.4,76.9,78.2,,
251-300,251-300,Delft University of Technology,Netherlands,49.7,73.6,50.7,51.6,,
251-300,201-250,Florida International University,United States,52.4,53.6,77.2,78.2,,
251-300,251-300,Georgia State University,United States,52,53.5,82.5,71.8,,
251-300,251-300,Ghent University,Belgium,52.2,59.2,72.9,79.7,,
251-300,,Griffith University,Australia,52.5,54.7,71.8,78.2,,
251-300,201-250,Hanyang University,South Korea,50.9,69.7,54.7,63.5,,
251-300,251-300,Heriot-Watt University,United Kingdom,50.3,63.3,67,70.8,,
251-300,251-300,Indian Institue of Management (IIM) - Calcutta,India,61.6,68.4,38.4,30.3,,
251-300,251-300,Indian Institute of Technology Kharagpur (IIT-KGP),India,52.7,68.6,54.6,60.6,,
251-300,,Indian Institute of Technology Madras (IITM),India,56.4,70.7,30.9,44.4,,
251-300,201-250,International Islamic University Malaysia (IIUM),Malaysia,56.6,57,67,69.7,,
251-300,301-330,Koç University,Turkey,56.4,65.5,47.9,44.4,,
251-300,251-300,La Trobe University,Australia,49.9,54.7,83.1,84,,
251-300,251-300,National Tsing Hua University,Taiwan,54.6,66.9,53.6,59,,
251-300,251-300,North Carolina State University,United States,49.6,60.1,67.6,71.8,,
251-300,201-250,Prague University of Economics and Business,Czech Republic,58.4,48.8,75.2,76.5,,
251-300,251-300,Ruprecht-Karls-Universität Heidelberg,Germany,52.9,63.2,58.4,53.7,,
251-300,201-250,Rutgers University–New Brunswick,United States,51,55.4,77.6,73.8,,
251-300,251-300,Sciences Po ,France,54.4,63.7,61.3,53.7,,
251-300,201-250,Sorbonne University,France,52,70.1,53.6,51.6,,
251-300,201-250,The University of Arizona,United States,49.5,58.1,80.8,73.8,,
251-300,251-300,United Arab Emirates University,United Arab Emirates,50.9,68.4,55.7,60.6,,
251-300,,Universidade Católica Portuguesa - UCP,Portugal,57.9,55.6,56.4,55.6,,
251-300,251-300,Universidade Federal do Rio de Janeiro,Brazil,57.9,67.8,48.1,51.6,,
251-300,201-250,Université Laval,Canada,54.1,56.5,71.6,72.8,,
251-300,,Université Toulouse 1 Capitole,France,62.7,46.9,73.7,63.5,,
251-300,251-300,Universiti Teknologi MARA - UiTM,Malaysia,57.1,60.5,59.5,63.5,,
251-300,251-300,University College Cork,Ireland,52.2,66,50.2,62.1,,
251-300,201-250,University of Aberdeen,United Kingdom,54.8,61,65.7,69.7,,
251-300,201-250,"University of California, Irvine",United States,53.7,56.7,73.7,68.6,,
251-300,251-300,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,54.6,61.9,52.2,57.4,,
251-300,201-250,University of Cape Town,South Africa,53.3,66.7,60.1,60.6,,
251-300,251-300,University of Central Florida,United States,50.7,54.6,79,79,,
251-300,251-300,University of Delhi,India,56.9,65.9,50.1,59,,
251-300,251-300,University of Jordan,Jordan,54.6,72.2,44.8,57.4,,
251-300,251-300,University of Naples - Federico II,Italy,49.3,60.1,66.8,74.7,,
251-300,251-300,University of Ottawa,Canada,48.3,64.5,72.4,72.8,,
251-300,201-250,University of South Carolina,United States,51.8,50.9,84.5,79.7,,
251-300,201-250,University of Strathclyde,United Kingdom,56,62.4,60,60.6,,
251-300,301-330,University of Sussex,United Kingdom,51.9,52.6,77.2,77.3,,
251-300,,University of Turin,Italy,58.2,50.6,68.3,70.8,,
251-300,251-300,Utrecht University,Netherlands,50.2,61.6,64.4,67.4,,
251-300,251-300,Virginia Polytechnic Institute and State University,United States,49.8,59.6,73.5,69.7,,
251-300,201-250,Wuhan University,China (Mainland),51,65.3,70.7,68.6,,
251-300,301-330,Zayed University,United Arab Emirates,51.5,61.6,69,73.8,,
301-350,,Al Ain University,United Arab Emirates,57,51.7,53,53.7,,
301-350,251-300,Beijing Institute of Technology,China (Mainland),44.9,60.3,74.7,73.8,,
301-350,301-330,Beijing Normal University ,China (Mainland),45.6,55.5,75,79,,
301-350,,Boğaziçi University,Turkey,53.7,68.8,40.6,41.5,,
301-350,201-250,Brigham Young University,United States,51.3,49.5,80.2,79,,
301-350,301-330,Brunel University London,United Kingdom,44.6,54.5,80.2,83.3,,
301-350,201-250,City University of New York,United States,43.9,60.9,79.8,79,,
301-350,301-330,COMSATS University Islamabad,Pakistan,45,60.2,74.5,78.2,,
301-350,251-300,Gulf University for Science and Technology,Kuwait,63.1,51.3,47.1,44.4,,
301-350,301-330,Holy Spirit University of Kaslik ,Lebanon,39,55.3,95.7,90.4,,
301-350,,Hong Kong Baptist University,Hong Kong SAR,48.6,52.4,72.1,74.7,,
301-350,,Indian School of Business,India,58.5,51.6,49.8,44.4,,
301-350,251-300,King Saud University,Saudi Arabia,51.8,68.1,46.8,44.4,,
301-350,,Middle East Technical University,Turkey,47.8,70.1,50.7,60.6,,
301-350,301-330,Nankai University,China (Mainland),50.3,52.9,74.5,79,,
301-350,251-300,National Sun Yat-sen University,Taiwan,54,55.6,59.3,62.1,,
301-350,,National University of Sciences And Technology (NUST) Islamabad,Pakistan,49.9,70,52.6,51.6,,
301-350,,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,52.5,62.5,53.4,57.4,,
301-350,,RWTH Aachen University,Germany,48.8,67.8,49.5,53.7,,
301-350,,Sabanci University,Turkey,52.3,63.1,47.9,49.4,,
301-350,301-330,Sogang University,South Korea,49.1,63.9,55.5,60.6,,
301-350,301-330,Sultan Qaboos University,Oman,43.9,61.3,76.6,82,,
301-350,,Swansea University,United Kingdom,44.8,62.9,61.8,67.4,,
301-350,,Technische Universität Berlin (TU Berlin),Germany,47.1,66.3,55.4,55.6,,
301-350,,Tel Aviv University,Israel,54.6,48,68.8,59,,
301-350,251-300,Temple University,United States,55.2,46.2,73.6,71.8,,
301-350,301-330,The University of Alabama,United States,46.8,60,64,64.9,,
301-350,,Universidad de Sevilla,Spain,49.5,56.7,57.7,67.4,,
301-350,,Universidade de Brasília,Brazil,57.6,54.7,54.7,49.4,,
301-350,,Universitas Brawijaya ,Indonesia,51.6,62.3,46.8,51.6,,
301-350,301-330,Universitas Sebelas Maret,Indonesia,59.2,51.5,51.4,55.6,,
301-350,301-330,Universität Innsbruck,Austria,49.9,43,87.8,75.6,,
301-350,251-300,University of Colorado Boulder,United States,49.8,53.3,77.4,71.8,,
301-350,301-330,University of Dhaka,Bangladesh,53.1,63.5,52.1,51.6,,
301-350,251-300,University of Gothenburg,Sweden,49.8,51.4,72.3,68.6,,
301-350,251-300,University of Houston,United States,48.6,52.8,80.4,75.6,,
301-350,251-300,University of Iowa,United States,47.3,52,82.2,77.3,,
301-350,251-300,University of Kent,United Kingdom,49.9,54.5,69.5,69.7,,
301-350,251-300,University of Lisbon ,Portugal,53,55.3,63.1,68.6,,
301-350,251-300,"University of Missouri, Columbia",United States,48.6,54.7,77.3,80.5,,
301-350,301-330,University of Pittsburgh,United States,48.9,56.8,69.1,67.4,,
301-350,301-330,University of Porto,Portugal,52.8,55.6,63.4,59,,
301-350,251-300,University of Portsmouth,United Kingdom,50,46.5,80.9,83.3,,
301-350,251-300,"University of Rome ""Tor Vergata""",Italy,52.6,60.1,55.1,62.1,,
301-350,301-330,University of Surrey,United Kingdom,45.8,57.4,72.2,69.7,,
301-350,251-300,University of Utah,United States,51,48,84,68.6,,
