2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
151-200,101-150,The Ohio State University,United States,52.9,58.3,90.4,76.1,,
151-200,151-200,The University of Western Australia,Australia,52.4,71.3,93.3,74.5,,
151-200,101-150,Tohoku University,Japan,57,64.1,81.8,65.2,,
151-200,151-200,Università degli studi Roma Tre,Italy,53,46.7,87.7,76.6,,
151-200,151-200,Universitas Indonesia,Indonesia,58.7,66.5,65,43.2,,
151-200,101-150,Université catholique de Louvain (UCLouvain),Belgium,59.5,55.7,77.4,59,,
151-200,101-150,Université de Montréal ,Canada,56,59.3,87.6,74.5,,
151-200,151-200,Université Paris 1 Panthéon-Sorbonne ,France,57.1,76.7,70.2,58,,
151-200,,Université Paris-Saclay,France,51.7,70.8,87.1,75.6,,
151-200,151-200,Universiti Kebangsaan Malaysia (UKM),Malaysia,52.5,70.8,85.1,68.2,,
151-200,151-200,Universiti Putra Malaysia (UPM),Malaysia,52.9,74.3,86.9,64.4,,
151-200,,University of Alberta,Canada,53.9,65,82,70.3,,
151-200,,University of Birmingham,United Kingdom,49.2,60.9,94.9,82.6,,
151-200,151-200,University of Calgary,Canada,55.7,57.6,82.5,65.2,,
151-200,,"University of California, San Diego (UCSD)",United States,53.1,59.2,85.2,63.6,,
151-200,101-150,University of Colorado Boulder,United States,55.4,54.4,90.8,73.9,,
151-200,151-200,University of Copenhagen,Denmark,54,62.8,80.2,62.8,,
151-200,151-200,University of Florence,Italy,55.2,55.8,79.1,66,,
151-200,101-150,University of Minnesota Twin Cities,United States,55.3,49.7,92.8,78.2,,
151-200,151-200,University of Naples - Federico II,Italy,54.1,67.7,85.3,83.1,,
151-200,101-150,University of Strathclyde,United Kingdom,57.7,51.1,85,68.9,,
151-200,151-200,University of Virginia,United States,57.1,66,77.9,61,,
151-200,151-200,University of Wisconsin-Madison,United States,54.2,62.7,90.1,76.6,,
151-200,201-240,Vrije Universiteit Brussel (VUB),Belgium,52.6,57.1,88.3,71.5,,
201-240,201-240,Alexandria University ,Egypt,49.9,74.8,77.8,57,,
201-240,151-200,Aristotle University of Thessaloniki,Greece,47.9,60.1,89.9,77.2,,
201-240,,Auburn University,United States,50.4,60.3,81.4,66,,
201-240,101-150,Bandung Institute of Technology (ITB),Indonesia,55.8,61.1,64.7,58,,
201-240,,Bangladesh University of Engineering and Technology,Bangladesh,56.4,58.5,67.6,49.6,,
201-240,201-240,Brno University of Technology,Czech Republic,51.9,62.4,76.2,61.9,,
201-240,151-200,Budapest University of Technology and Economics,Hungary,51,63.1,80.6,73.9,,
201-240,151-200,Chung-Ang University (CAU),South Korea,49.7,58.1,89.4,68.9,,
201-240,201-240,Dalian University of Technology,China (Mainland),50.4,43.4,88,81.8,,
201-240,201-240,Griffith University,Australia,47.3,52.5,93.7,80.9,,
201-240,201-240,Hokkaido University,Japan,53,64.4,74.7,52.3,,
201-240,151-200,Keio University,Japan,56.5,65.9,57.2,48.1,,
201-240,,King's College London,United Kingdom,51.3,73.9,81.9,61,,
201-240,151-200,Kyung Hee University,South Korea,49.3,62,90.2,69.6,,
201-240,201-240,Leibniz University Hannover,Germany,53.4,39,79.1,64.4,,
201-240,151-200,Nagoya University,Japan,52.7,61.7,80.1,68.2,,
201-240,201-240,Qatar University,Qatar,47.7,60.9,89.8,72.2,,
