core_id,country,city,guide,nid,title,logo,score,rank_display,region,stars,recm,University
410,United States,Cambridge,0.0,294850,"<div class=""td-wrap""><a href=""/universities/massachusetts-institute-technology-mit"" class=""uni-link"">Massachusetts Institute of Technology (MIT) </a></div>",/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,97.7,1,North America,0,0--,Massachusetts Institute of Technology (MIT) 
253,United States,Cambridge,0.0,294270,"<div class=""td-wrap""><a href=""/universities/harvard-university"" class=""uni-link"">Harvard University</a></div>",/sites/default/files/harvard-university_253_small.jpg,97.4,2,North America,0,0--,Harvard University
573,United States,Stanford,0.0,297282,"<div class=""td-wrap""><a href=""/universities/stanford-university"" class=""uni-link"">Stanford University</a></div>",/sites/default/files/stanford-university_573_small.jpg,92.6,3,North America,0,0--,Stanford University
508,United States,Princeton,0.0,297490,"<div class=""td-wrap""><a href=""/universities/princeton-university"" class=""uni-link"">Princeton University</a></div>",/sites/default/files/princeton-university_508_small.jpg,91.1,4,North America,0,0--,Princeton University
84,United States,Berkeley,0.0,294572,"<div class=""td-wrap""><a href=""/universities/university-california-berkeley-ucb"" class=""uni-link"">University of California, Berkeley (UCB)</a></div>",/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,90.6,5,North America,0,0--,"University of California, Berkeley (UCB)"
362,United Kingdom,London,0.0,294016,"<div class=""td-wrap""><a href=""/universities/london-school-economics-political-science-lse"" class=""uni-link"">The London School of Economics and Political Science (LSE)</a></div>",/sites/default/files/london-school-of-economics-and-political-science-lse_362_small.jpg,90.3,6,Europe,0,0--,The London School of Economics and Political Science (LSE)
120,United States,Chicago,0.0,294536,"<div class=""td-wrap""><a href=""/universities/university-chicago"" class=""uni-link"">University of Chicago</a></div>",/sites/default/files/university-of-chicago_120_small.jpg,89.9,7,North America,0,0--,University of Chicago
684,United States,New Haven,0.0,297177,"<div class=""td-wrap""><a href=""/universities/yale-university"" class=""uni-link"">Yale University</a></div>",/sites/default/files/yale-university_684_small.jpg,88.7,8,North America,0,0--,Yale University
478,United Kingdom,Oxford,0.0,294654,"<div class=""td-wrap""><a href=""/universities/university-oxford"" class=""uni-link"">University of Oxford</a></div>",/sites/default/files/university-of-oxford_478_small.jpg,88.5,9,Europe,0,0--,University of Oxford
95,United Kingdom,Cambridge,0.0,294561,"<div class=""td-wrap""><a href=""/universities/university-cambridge"" class=""uni-link"">University of Cambridge</a></div>",/sites/default/files/university-of-cambridge_95_small.jpg,87.6,10,Europe,0,0--,University of Cambridge
138,United States,New York City,0.0,294519,"<div class=""td-wrap""><a href=""/universities/columbia-university"" class=""uni-link"">Columbia University</a></div>",/sites/default/files/columbia-university_138_small.jpg,86.3,11,North America,0,0--,Columbia University
448,United States,New York City,0.0,294786,"<div class=""td-wrap""><a href=""/universities/new-york-university-nyu"" class=""uni-link"">New York University (NYU)</a></div>",/sites/default/files/new-york-university-nyu_448_small.jpg,86.2,12,North America,0,0--,New York University (NYU)
495,United States,Philadelphia,0.0,297569,"<div class=""td-wrap""><a href=""/universities/university-pennsylvania"" class=""uni-link"">University of Pennsylvania</a></div>",/sites/default/files/university-of-pennsylvania_495_small.jpg,85.1,13,North America,0,0--,University of Pennsylvania
456,United States,Evanston,0.0,294767,"<div class=""td-wrap""><a href=""/universities/northwestern-university"" class=""uni-link"">Northwestern University</a></div>",/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small.jpg,84.6,14,North America,0,0--,Northwestern University
87,United States,Los Angeles,0.0,294569,"<div class=""td-wrap""><a href=""/universities/university-california-los-angeles-ucla"" class=""uni-link"">University of California, Los Angeles (UCLA)</a></div>",/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg,84.0,15,North America,0,0--,"University of California, Los Angeles (UCLA)"
365,United Kingdom,London,0.0,294014,"<div class=""td-wrap""><a href=""/universities/ucl"" class=""uni-link"">UCL</a></div>",/sites/default/files/ucl_592560cf2aeae70239af4bf1_small.jpg,82.7,16,Europe,0,0--,UCL
443,Singapore,Singapore,0.0,294798,"<div class=""td-wrap""><a href=""/universities/national-university-singapore-nus"" class=""uni-link"">National University of Singapore (NUS)</a></div>",/sites/default/files/national-university-of-singapore-nus_443_small.jpg,82.0,17,Asia,0,0--,National University of Singapore (NUS)
60,Italy,Milan,0.0,294596,"<div class=""td-wrap""><a href=""/universities/bocconi-university"" class=""uni-link"">Bocconi University</a></div>",/sites/default/files/bocconi-university_592560cf2aeae70239af4abf_small.jpg,81.6,18,Europe,0,0--,Bocconi University
403,United States,Ann Arbor,0.0,294857,"<div class=""td-wrap""><a href=""/universities/university-michigan-ann-arbor"" class=""uni-link"">University of Michigan-Ann Arbor</a></div>",/sites/default/files/university-of-michigan_403_small.jpg,80.5,19,North America,0,0--,University of Michigan-Ann Arbor
89,United States,San Diego,0.0,294567,"<div class=""td-wrap""><a href=""/universities/university-california-san-diego-ucsd"" class=""uni-link"">University of California, San Diego (UCSD)</a></div>",/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,79.6,20,North America,0,0--,"University of California, San Diego (UCSD)"
168,United States,Durham,0.0,294490,"<div class=""td-wrap""><a href=""/universities/duke-university"" class=""uni-link"">Duke University</a></div>",/sites/default/files/duke-university_168_small.jpg,79.5,21,North America,0,0--,Duke University
619,Canada,Toronto,0.0,297242,"<div class=""td-wrap""><a href=""/universities/university-toronto"" class=""uni-link"">University of Toronto</a></div>",/sites/default/files/university-of-toronto_619_small.jpg,79.3,22,North America,0,0--,University of Toronto
70,Canada,Vancouver,0.0,294586,"<div class=""td-wrap""><a href=""/universities/university-british-columbia"" class=""uni-link"">University of British Columbia</a></div>",/sites/default/files/university-of-british-columbia_70_small.jpg,79.2,23,North America,0,0--,University of British Columbia
50,China (Mainland),Beijing,0.0,294606,"<div class=""td-wrap""><a href=""/universities/peking-university"" class=""uni-link"">Peking University</a></div>",/sites/default/files/peking-university_50_small.jpg,79.1,24,Asia,0,0--,Peking University
664,United Kingdom,Coventry,0.0,297197,"<div class=""td-wrap""><a href=""/universities/university-warwick"" class=""uni-link"">The University of Warwick</a></div>",/sites/default/files/the-university-of-warwick_664_small.jpg,78.5,=25,Europe,0,0--,The University of Warwick
626,China (Mainland),Beijing,0.0,297235,"<div class=""td-wrap""><a href=""/universities/tsinghua-university"" class=""uni-link"">Tsinghua University</a></div>",/sites/default/files/tsinghua-university_626_small.jpg,78.5,=25,Asia,0,0--,Tsinghua University
269,Hong Kong SAR,Hong Kong,0.0,294255,"<div class=""td-wrap""><a href=""/universities/hong-kong-university-science-technology"" class=""uni-link"">The Hong Kong University of Science and Technology</a></div>",/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small.jpg,78.0,27,Asia,0,0--,The Hong Kong University of Science and Technology
63,United States,Boston,0.0,294593,"<div class=""td-wrap""><a href=""/universities/boston-university"" class=""uni-link"">Boston University</a></div>",/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,77.2,=28,North America,0,0--,Boston University
610,Netherlands,Tilburg,0.0,297251,"<div class=""td-wrap""><a href=""/universities/tilburg-university"" class=""uni-link"">Tilburg University</a></div>",/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,77.2,=28,Europe,0,0--,Tilburg University
399,Australia,Parkville,0.0,294861,"<div class=""td-wrap""><a href=""/universities/university-melbourne"" class=""uni-link"">The University of Melbourne</a></div>",/sites/default/files/the-university-of-melbourne_399_small.jpg,77.1,=30,Oceania,0,0--,The University of Melbourne
615,Japan,Tokyo,0.0,297246,"<div class=""td-wrap""><a href=""/universities/university-tokyo"" class=""uni-link"">The University of Tokyo</a></div>",/sites/default/files/the-university-of-tokyo_615_small.jpg,77.1,=30,Asia,0,0--,The University of Tokyo
693,Switzerland,Zürich,0.0,297126,"<div class=""td-wrap""><a href=""/universities/university-zurich"" class=""uni-link"">University of Zurich</a></div>",/sites/default/files/university-of-zurich_693_small.jpg,77.1,=30,Europe,0,0--,University of Zurich
40,Australia,Canberra,0.0,294616,"<div class=""td-wrap""><a href=""/universities/australian-national-university"" class=""uni-link"">The Australian National University</a></div>",/sites/default/files/ANU-crest-48x48.jpg,76.6,=33,Oceania,0,0--,The Australian National University
353,United Kingdom,London,0.0,294036,"<div class=""td-wrap""><a href=""/universities/london-business-school"" class=""uni-link"">London Business School</a></div>",/sites/default/files/london-business-school_592560cf2aeae70239af4be5_small.jpg,76.6,=33,Europe,0,0--,London Business School
143,United States,Ithaca,0.0,294514,"<div class=""td-wrap""><a href=""/universities/cornell-university"" class=""uni-link"">Cornell University</a></div>",/sites/default/files/cornell-university_143_small.jpg,76.5,=35,North America,0,0--,Cornell University
201,Switzerland,Zürich,0.0,294432,"<div class=""td-wrap""><a href=""/universities/eth-zurich-swiss-federal-institute-technology"" class=""uni-link"">ETH Zurich - Swiss Federal Institute of Technology</a></div>",/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small.jpg,76.5,=35,Europe,0,0--,ETH Zurich - Swiss Federal Institute of Technology
412,Australia,Melbourne,0.0,294848,"<div class=""td-wrap""><a href=""/universities/monash-university"" class=""uni-link"">Monash University</a></div>",/sites/default/files/monash-university_412_small.jpg,76.5,=35,Oceania,0,1--,Monash University
94,United States,Pasadena,0.0,294562,"<div class=""td-wrap""><a href=""/universities/california-institute-technology-caltech"" class=""uni-link"">California Institute of Technology (Caltech)</a></div>",/sites/default/files/california-institute-of-technology-caltech_94_small.jpg,76.4,=38,North America,0,0--,California Institute of Technology (Caltech)
588,Australia,Sydney,0.0,296815,"<div class=""td-wrap""><a href=""/universities/university-sydney"" class=""uni-link"">The University of Sydney</a></div>",/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg,76.4,=38,Oceania,0,0--,The University of Sydney
14942,France,Paris,0.0,294102,"<div class=""td-wrap""><a href=""/universities/paris-school-economics"" class=""uni-link"">Paris School of Economics </a></div>",/sites/default/files/paris-school-of-economics-_592560cf2aeae70239af5806_small.jpg,76.0,=40,Europe,0,0--,Paris School of Economics 
391,Germany,Mannheim,0.0,294869,"<div class=""td-wrap""><a href=""/universities/universitat-mannheim"" class=""uni-link"">Universität Mannheim</a></div>",/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg,76.0,=40,Europe,0,0--,Universität Mannheim
447,Australia,Sydney,0.0,294788,"<div class=""td-wrap""><a href=""/universities/university-new-south-wales-unsw-sydney"" class=""uni-link"">The University of New South Wales (UNSW Sydney)</a></div>",/sites/default/files/the-university-of-new-south-wales-unsw-sydney_447_small.jpg,75.9,42,Oceania,0,0--,The University of New South Wales (UNSW Sydney)
190,Netherlands,Rotterdam,0.0,294457,"<div class=""td-wrap""><a href=""/universities/erasmus-university-rotterdam"" class=""uni-link"">Erasmus University Rotterdam </a></div>",/sites/default/files/erasmus-university-rotterdam_190_small.jpg,75.7,43,Europe,0,0--,Erasmus University Rotterdam 
72,United States,Providence,0.0,294584,"<div class=""td-wrap""><a href=""/universities/brown-university"" class=""uni-link"">Brown University</a></div>",/sites/default/files/brown-university_72_small.jpg,75.5,44,North America,0,0--,Brown University
431,Singapore,Singapore,0.0,294821,"<div class=""td-wrap""><a href=""/universities/nanyang-technological-university-singapore-ntu"" class=""uni-link"">Nanyang Technological University, Singapore (NTU)</a></div>",/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small.jpg,75.4,=45,Asia,0,0--,"Nanyang Technological University, Singapore (NTU)"
553,South Korea,Seoul,0.0,297403,"<div class=""td-wrap""><a href=""/universities/seoul-national-university"" class=""uni-link"">Seoul National University</a></div>",/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,75.4,=45,Asia,0,0--,Seoul National University
1509,Spain,Madrid,0.0,296463,"<div class=""td-wrap""><a href=""/universities/universidad-carlos-iii-de-madrid-uc3m"" class=""uni-link"">Universidad Carlos III de Madrid (UC3M)</a></div>",/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg,75.2,47,Europe,0,0--,Universidad Carlos III de Madrid (UC3M)
123,Hong Kong SAR,Hong Kong,0.0,294277,"<div class=""td-wrap""><a href=""/universities/chinese-university-hong-kong-cuhk"" class=""uni-link"">The Chinese University of Hong Kong (CUHK)</a></div>",/sites/default/files/the-chinese-university-of-hong-kong-cuhk_123_small.jpg,75.1,48,Asia,0,0--,The Chinese University of Hong Kong (CUHK)
268,Hong Kong SAR,Hong Kong,0.0,294256,"<div class=""td-wrap""><a href=""/universities/university-hong-kong"" class=""uni-link"">The University of Hong Kong</a></div>",/sites/default/files/the-university-of-hong-kong_268_small.jpg,75.0,49,Asia,0,0--,The University of Hong Kong
420,Germany,Munich,0.0,294840,"<div class=""td-wrap""><a href=""/universities/ludwig-maximilians-universitat-munchen"" class=""uni-link"">Ludwig-Maximilians-Universität München</a></div>",/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,74.4,=50,Europe,0,0--,Ludwig-Maximilians-Universität München
85,United States,Davis,0.0,294571,"<div class=""td-wrap""><a href=""/universities/university-california-davis"" class=""uni-link"">University of California, Davis</a></div>",/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,74.4,=50,North America,0,0--,"University of California, Davis"
678,United States,Madison,0.0,297183,"<div class=""td-wrap""><a href=""/universities/university-wisconsin-madison"" class=""uni-link"">University of Wisconsin-Madison</a></div>",/sites/default/files/university-of-wisconsin-madison_678_small.jpg,74.2,52,North America,0,0--,University of Wisconsin-Madison
356,United Kingdom,London,0.0,294030,"<div class=""td-wrap""><a href=""/universities/imperial-college-london"" class=""uni-link"">Imperial College London</a></div>",/sites/default/files/imperial-college-london_592560cf2aeae70239af4be8_small.jpg,74.1,53,Europe,0,0--,Imperial College London
556,China (Mainland),Shanghai,0.0,297378,"<div class=""td-wrap""><a href=""/universities/shanghai-jiao-tong-university"" class=""uni-link"">Shanghai Jiao Tong University</a></div>",/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,74.0,=54,Asia,0,0--,Shanghai Jiao Tong University
576,Sweden,0,0.0,297279,"<div class=""td-wrap""><a href=""/universities/stockholm-school-economics"" class=""uni-link"">Stockholm School of Economics</a></div>",/sites/default/files/stockholm-school-of-economics_576_small.jpg,74.0,=54,Europe,0,0--,Stockholm School of Economics
101,United States,Pittsburgh,0.0,294555,"<div class=""td-wrap""><a href=""/universities/carnegie-mellon-university"" class=""uni-link"">Carnegie Mellon University</a></div>",/sites/default/files/carnegie-mellon-university_101_small.jpg,73.8,=56,North America,0,0--,Carnegie Mellon University
504,Spain,Barcelona,0.0,297497,"<div class=""td-wrap""><a href=""/universities/universitat-pompeu-fabra"" class=""uni-link"">Universitat Pompeu Fabra (Barcelona)</a></div>",/sites/default/files/universitat-pompeu-fabra_504_small.jpg,73.8,=56,Europe,0,0--,Universitat Pompeu Fabra (Barcelona)
18,Netherlands,Amsterdam,0.0,297816,"<div class=""td-wrap""><a href=""/universities/university-amsterdam"" class=""uni-link"">University of Amsterdam</a></div>",/sites/default/files/university-of-amsterdam_18_small.jpg,73.8,=56,Europe,0,0--,University of Amsterdam
408,United States,Minneapolis,0.0,294852,"<div class=""td-wrap""><a href=""/universities/university-minnesota-twin-cities"" class=""uni-link"">University of Minnesota Twin Cities</a></div>",/sites/default/files/university-of-minnesota_408_small.jpg,73.3,59,North America,0,0--,University of Minnesota Twin Cities
105,Belgium,Leuven,0.0,294551,"<div class=""td-wrap""><a href=""/universities/ku-leuven"" class=""uni-link"">KU Leuven</a></div>",/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,73.2,=60,Europe,0,0--,KU Leuven
1177,Singapore,Singapore,0.0,297648,"<div class=""td-wrap""><a href=""/universities/singapore-management-university"" class=""uni-link"">Singapore Management University</a></div>",/sites/default/files/singapore-management-university_1177_small.jpg,73.2,=60,Asia,0,0--,Singapore Management University
62,Germany,Bonn,0.0,294594,"<div class=""td-wrap""><a href=""/universities/rheinische-friedrich-wilhelms-universitat-bonn"" class=""uni-link"">Rheinische Friedrich-Wilhelms-Universität Bonn</a></div>",/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,72.7,62,Europe,0,0--,Rheinische Friedrich-Wilhelms-Universität Bonn
325,South Korea,Seoul,0.0,294121,"<div class=""td-wrap""><a href=""/universities/korea-university"" class=""uni-link"">Korea University</a></div>",/sites/default/files/korea-university_325_small.jpg,72.6,63,Asia,0,0--,Korea University
218,China (Mainland),Shanghai,0.0,294367,"<div class=""td-wrap""><a href=""/universities/fudan-university"" class=""uni-link"">Fudan University</a></div>",/sites/default/files/fudan-university_218_small.jpg,72.4,=64,Asia,0,0--,Fudan University
389,United Kingdom,Manchester,0.0,294871,"<div class=""td-wrap""><a href=""/universities/university-manchester"" class=""uni-link"">The University of Manchester</a></div>",/sites/default/files/the-university-of-manchester_389_small.jpg,72.4,=64,Europe,0,0--,The University of Manchester
152,United States,Hanover,0.0,294505,"<div class=""td-wrap""><a href=""/universities/dartmouth-college"" class=""uni-link"">Dartmouth College</a></div>",/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,72.3,=66,North America,0,0--,Dartmouth College
328,Japan,Kyoto,0.0,294111,"<div class=""td-wrap""><a href=""/universities/kyoto-university"" class=""uni-link"">Kyoto University</a></div>",/sites/default/files/kyoto-university_328_small.jpg,72.3,=66,Asia,0,0--,Kyoto University
604,United States,Austin,0.0,297257,"<div class=""td-wrap""><a href=""/universities/university-texas-austin"" class=""uni-link"">University of Texas at Austin</a></div>",/sites/default/files/university-of-texas-at-austin_604_small.jpg,72.1,68,North America,0,0--,University of Texas at Austin
744,Spain,Barcelona,0.0,297085,"<div class=""td-wrap""><a href=""/universities/barcelona-graduate-school-economics"" class=""uni-link"">Barcelona Graduate School of Economics</a></div>",/sites/default/files/barcelona-graduate-school-of-economics_592560cf2aeae70239af4d70_small.jpg,72.0,=69,Europe,0,0--,Barcelona Graduate School of Economics
141,Denmark,Copenhagen,0.0,294516,"<div class=""td-wrap""><a href=""/universities/university-copenhagen"" class=""uni-link"">University of Copenhagen</a></div>",/sites/default/files/university-of-copenhagen_141_small.jpg,72.0,=69,Europe,0,0--,University of Copenhagen
272,Germany,Berlin,0.0,294252,"<div class=""td-wrap""><a href=""/universities/humboldt-universitat-zu-berlin"" class=""uni-link"">Humboldt-Universität zu Berlin</a></div>",/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,71.9,71,Europe,0,0--,Humboldt-Universität zu Berlin
