2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,,Massachusetts Institute of Technology (MIT) ,United States,,,,,,
51-100,51-100,Monash University,Australia,,,,,,
51-100,,"Nanyang Technological University, Singapore (NTU)",Singapore,,,,,,
51-100,,Peking University,China (Mainland),,,,,,
51-100,51-100,Queen Mary University of London,United Kingdom,,,,,,
51-100,51-100,Queen's University Belfast,United Kingdom,,,,,,
51-100,51-100,"Royal Academy of Music, Aarhus",Denmark,,,,,,
51-100,51-100,Royal Irish Academy of Music,Ireland,,,,,,
51-100,51-100,Seoul National University,South Korea,,,,,,
51-100,51-100,Sorbonne University,France,,,,,,
51-100,46  ,The Russian Academy of Arts,Russia,,,,,,
51-100,51-100,The University of Auckland,New Zealand,,,,,,
51-100,51-100,The University of Edinburgh,United Kingdom,,,,,,
51-100,51-100,The University of Manchester,United Kingdom,,,,,,
51-100,51-100,The University of Melbourne,Australia,,,,,,
51-100,,The University of New South Wales (UNSW Sydney),Australia,,,,,,
51-100,51-100,The University of Sydney,Australia,,,,,,
51-100,51-100,The University of Warwick,United Kingdom,,,,,,
51-100,48=,Universität der Knste Berlin,Germany,,,,,,
51-100,,Universiti Malaya (UM),Malaysia,,,,,,
51-100,101-120,University College Cork,Ireland,,,,,,
51-100,51-100,University College Dublin,Ireland,,,,,,
51-100,51-100,University of Basel,Switzerland,,,,,,
51-100,51-100,University of British Columbia,Canada,,,,,,
51-100,51-100,"University of California, San Diego (UCSD)",United States,,,,,,
51-100,51-100,University of Chicago,United States,,,,,,
51-100,101-120,University of Galway,Ireland,,,,,,
51-100,51-100,University of Leeds,United Kingdom,,,,,,
51-100,,University of Limerick,Ireland,,,,,,
51-100,,University of North Texas,United States,,,,,,
51-100,51-100,University of Texas at Austin,United States,,,,,,
51-100,,University of the Philippines,Philippines,,,,,,
51-100,101-120,University of York,United Kingdom,,,,,,
51-100,101-120,Victoria University of Wellington,New Zealand,,,,,,
101-120,51-100,Cornell University,United States,,,,,,
101-120,51-100,Griffith University,Australia,,,,,,
101-120,,Indonesia Institute of the Arts Yogyakarta,Indonesia,,,,,,
101-120,101-120,National Taiwan University (NTU),Taiwan,,,,,,
101-120,101-120,Oslo National Academy of the Arts,Norway,,,,,,
101-120,101-120,Princeton University,United States,,,,,,
101-120,,Queensland University of Technology (QUT),Australia,,,,,,
101-120,51-100,The University of Exeter,United Kingdom,,,,,,
101-120,,The University of Hong Kong,Hong Kong SAR,,,,,,
101-120,101-120,The University of Queensland,Australia,,,,,,
101-120,,The University of Sheffield,United Kingdom,,,,,,
101-120,51-100,Universidad Nacional Autónoma de México (UNAM),Mexico,,,,,,
101-120,101-120,Universitas Indonesia,Indonesia,,,,,,
101-120,101-120,Université de Montréal ,Canada,,,,,,
101-120,101-120,University of Bristol,United Kingdom,,,,,,
101-120,101-120,University of Glasgow,United Kingdom,,,,,,
101-120,,University of Hyderabad,India,,,,,,
101-120,,University of Illinois at Urbana-Champaign,United States,,,,,,
101-120,101-120,University of Washington,United States,,,,,,
101-120,51-100,York University,Canada,,,,,,
